,ALLOG FP Equity_DX_SI_QTY,ALLOG FP Equity_DX_SHORT_INTEREST_VALUE,ALLOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLOG FP Equity_DX_SI_MV,ALLOG FP Equity_DX_DSS,ALLOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLOG FP Equity_DX_SUPPLY_SI_QTY,ALLOG FP Equity_DX_BROKER_SI_QTY,ALLOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLOG FP Equity_DX_BROKER_SI_MV_INC_x,ALLOG FP Equity_DX_BROKER_SI_QTY_ADD,ALLOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALLOG FP Equity_DX_BROKER_SI_QTY_INC,ALLOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLOG FP Equity_DX_BROKER_SI_MV_INC_y,ALLOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLOG FP Equity_DX_BROKER_SI_MV_ADD,ALLOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLOG FP Equity_DX_BROKER_SI_QTY_DEC,ALLOG FP Equity_DX_SUPPLY_SI_MV,ALLOG FP Equity_DX_BROKER_SI_MV_DEC,ALLOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLOG FP Equity_DX_UTILIZATION_QUANTITY,ALLOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLOG FP Equity_DX_BROKER_SI_CON_RATIO,ALLOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLOG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLOG FP Equity_PX_LAST
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2013-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2014-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2014-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2014-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
