,HLT FP Equity_DX_DSS,HLT FP Equity_PX_LAST
2007-03-12,,45.25
2007-03-13,,45.01
2007-03-14,,44.41
2007-03-15,,44.45
2007-03-16,,44.5
2007-03-19,,44.72
2007-03-20,,45.11
2007-03-21,,45.06
2007-03-22,,45.37
2007-03-23,,45.07
2007-03-26,,44.88
2007-03-27,,44.68
2007-03-28,,44.38
2007-03-29,,44.7
2007-03-30,,44.83
2007-04-02,,44.43
2007-04-03,,44.65
2007-04-04,,44.89
2007-04-05,,44.83
2007-04-10,,44.91
2007-04-11,,44.83
2007-04-12,,44.83
2007-04-13,,45.55
2007-04-16,,45.95
2007-04-17,,45.98
2007-04-18,,46.0
2007-04-19,,46.36
2007-04-20,,46.51
2007-04-23,,46.36
2007-04-24,,46.05
2007-04-25,,46.1
2007-04-26,,46.31
2007-04-27,,45.92
2007-04-30,,45.84
2007-05-02,,45.95
2007-05-03,,45.81
2007-05-04,,46.39
2007-05-07,,46.26
2007-05-08,,46.16
2007-05-09,,46.11
2007-05-10,,45.8
2007-05-11,,45.72
2007-05-14,,45.55
2007-05-15,,45.68
2007-05-16,,45.7
2007-05-17,,45.84
2007-05-18,,46.17
2007-05-21,,45.95
2007-05-22,,45.35
2007-05-23,,45.45
2007-05-24,,45.3
2007-05-25,,45.37
2007-05-28,,45.39
2007-05-29,,45.13
2007-05-30,,45.23
2007-05-31,,45.19
2007-06-01,,45.23
2007-06-04,,45.1
2007-06-05,,44.89
2007-06-06,,44.43
2007-06-07,,44.13
2007-06-08,,44.17
2007-06-11,,44.38
2007-06-12,,44.36
2007-06-13,,44.32
2007-06-14,,44.13
2007-06-15,,44.59
2007-06-18,,44.27
2007-06-19,,44.19
2007-06-20,,44.2
2007-06-21,,43.81
2007-06-22,,43.65
2007-06-25,,43.62
2007-06-26,,43.55
2007-06-27,,43.92
2007-06-28,,44.04
2007-06-29,,44.13
2007-07-02,,44.11
2007-07-03,,44.12
2007-07-04,,44.36
2007-07-05,,44.05
2007-07-06,,44.04
2007-07-09,,43.88
2007-07-10,,44.14
2007-07-11,,43.62
2007-07-12,,43.83
2007-07-13,,43.95
2007-07-16,,44.31
2007-07-17,,44.09
2007-07-18,,43.45
2007-07-19,,44.05
2007-07-20,,44.07
2007-07-23,,43.79
2007-07-24,,43.52
2007-07-25,,43.57
2007-07-26,,42.83
2007-07-27,,42.5
2007-07-30,,42.26
2007-07-31,,42.98
2007-08-01,,42.8
2007-08-02,,43.17
2007-08-03,,42.69
2007-08-06,,42.93
2007-08-07,,43.2
2007-08-08,,43.7
2007-08-09,,43.39
2007-08-10,,42.6
2007-08-13,,42.7
2007-08-14,,42.21
2007-08-15,,41.92
2007-08-16,,41.14
2007-08-17,,41.76
2007-08-20,,42.05
2007-08-21,,42.11
2007-08-22,,42.23
2007-08-23,,42.6
2007-08-24,,42.59
2007-08-27,,42.77
2007-08-28,,42.14
2007-08-29,,42.11
2007-08-30,,42.32
2007-08-31,,42.73
2007-09-03,,42.74
2007-09-04,,43.24
2007-09-05,,42.82
2007-09-06,,42.94
2007-09-07,,42.65
2007-09-10,,41.42
2007-09-11,,41.69
2007-09-13,,41.94
2007-09-14,,41.65
2007-09-17,,41.5
2007-09-18,,41.39
2007-09-19,,41.67
2007-09-20,,41.82
2007-09-21,,41.95
2007-09-24,,41.93
2007-09-25,,41.6
2007-09-26,,41.75
2007-09-27,,41.49
2007-09-28,,41.15
2007-10-01,,41.48
2007-10-02,,41.9
2007-10-03,,41.87
2007-10-04,,42.1
2007-10-05,,42.01
2007-10-09,,42.22
2007-10-10,,42.33
2007-10-11,,42.12
2007-10-12,,41.74
2007-10-15,,41.82
2007-10-16,,41.24
2007-10-17,,41.3
2007-10-18,,40.98
2007-10-19,,40.46
2007-10-22,,40.12
2007-10-23,,40.47
2007-10-24,,40.39
2007-10-25,,40.08
2007-10-26,,39.75
2007-10-29,,39.7
2007-10-30,,39.64
2007-10-31,,39.81
2007-11-01,,40.04
2007-11-02,,39.95
2007-11-05,,39.61
2007-11-06,,39.77
2007-11-07,,39.47
2007-11-08,1.0,39.13
2007-11-09,1.0,38.97
2007-11-12,1.0,38.71
2007-11-13,1.0,38.49
2007-11-14,1.0,39.41
2007-11-15,1.0,39.25
2007-11-16,1.0,38.91
2007-11-19,1.0,38.3
2007-11-20,1.0,38.27
2007-11-21,1.0,38.04
2007-11-22,1.0,39.8
2007-11-23,1.0,40.2
2007-11-26,1.0,39.91
2007-11-27,1.0,39.82
2007-11-28,1.0,40.17
2007-11-29,1.0,40.89
2007-11-30,1.0,41.19
2007-12-03,1.0,41.29
2007-12-04,1.0,41.2
2007-12-05,1.0,41.37
2007-12-06,1.0,41.04
2007-12-07,1.0,41.1
2007-12-10,1.0,41.2
2007-12-11,1.0,41.01
2007-12-12,1.0,40.87
2007-12-13,1.0,40.94
2007-12-14,1.0,40.7
2007-12-17,1.0,40.16
2007-12-18,1.0,40.02
2007-12-19,1.0,40.12
2007-12-20,1.0,39.99
2007-12-21,1.0,40.09
2007-12-24,1.0,
2007-12-25,1.0,
2007-12-26,1.0,
2007-12-27,1.0,39.72
2007-12-28,1.0,39.58
2007-12-31,1.0,39.5
2008-01-01,1.0,
2008-01-02,1.0,39.1
2008-01-03,1.0,38.86
2008-01-04,1.0,38.7
2008-01-07,1.0,39.25
2008-01-08,1.0,40.77
2008-01-09,1.0,41.48
2008-01-10,1.0,41.38
2008-01-11,1.0,41.06
2008-01-14,1.0,40.72
2008-01-15,1.0,39.59
2008-01-16,1.0,39.44
2008-01-17,1.0,39.32
2008-01-18,1.0,39.51
2008-01-21,1.0,37.97
2008-01-22,1.0,37.89
2008-01-23,1.0,37.42
2008-01-24,1.0,37.24
2008-01-25,1.0,37.12
2008-01-28,1.0,36.5
2008-01-29,1.0,36.86
2008-01-30,1.0,36.77
2008-01-31,1.0,36.75
2008-02-01,1.0,36.64
2008-02-04,1.0,36.61
2008-02-05,1.0,36.11
2008-02-06,1.0,36.46
2008-02-07,1.0,35.62
2008-02-08,1.0,35.5
2008-02-11,1.0,35.65
2008-02-12,1.0,35.84
2008-02-13,1.0,36.61
2008-02-14,0.0,36.45
2008-02-15,0.0,36.06
2008-02-18,0.0,36.5
2008-02-19,0.0,36.58
2008-02-20,0.0,36.06
2008-02-21,0.0,36.47
2008-02-22,0.0,36.26
2008-02-25,0.0,36.98
2008-02-26,0.0,37.2
2008-02-27,0.0,37.0
2008-02-28,0.0,36.61
2008-02-29,0.0,35.86
2008-03-03,0.0,35.96
2008-03-04,0.0,35.2
2008-03-05,0.0,35.25
2008-03-06,0.0,34.94
2008-03-07,0.0,34.74
2008-03-10,0.0,34.34
2008-03-11,0.0,34.75
2008-03-12,0.0,34.61
2008-03-13,0.0,34.15
2008-03-14,0.0,33.58
2008-03-17,0.0,33.04
2008-03-18,0.0,33.61
2008-03-19,0.0,33.86
2008-03-20,0.0,34.29
2008-03-21,0.0,
2008-03-24,0.0,
2008-03-25,0.0,34.58
2008-03-26,0.0,34.12
2008-03-27,0.0,34.62
2008-03-28,0.0,34.52
2008-03-31,0.0,34.43
2008-04-01,0.0,35.11
2008-04-02,0.0,35.76
2008-04-03,0.0,35.61
2008-04-04,0.0,35.81
2008-04-07,0.0,35.59
2008-04-08,0.0,34.89
2008-04-09,0.0,34.74
2008-04-10,0.0,34.36
2008-04-11,0.0,34.13
2008-04-14,0.0,33.46
2008-04-15,0.0,33.53
2008-04-16,0.0,33.45
2008-04-17,0.0,33.03
2008-04-18,0.0,33.9
2008-04-21,0.0,33.98
2008-04-22,0.0,33.88
2008-04-23,0.0,34.23
2008-04-24,0.0,34.31
2008-04-25,0.0,35.09
2008-04-28,0.0,35.11
2008-04-29,0.0,34.88
2008-04-30,0.0,35.27
2008-05-01,0.0,
2008-05-02,0.0,35.49
2008-05-05,0.0,35.25
2008-05-06,0.0,35.0
2008-05-07,0.0,35.03
2008-05-08,0.0,35.23
2008-05-09,0.0,34.84
2008-05-12,0.0,34.73
2008-05-13,0.0,34.71
2008-05-14,0.0,34.85
2008-05-15,0.0,35.15
2008-05-16,0.0,35.49
2008-05-19,0.0,36.06
2008-05-20,0.0,36.22
2008-05-21,0.0,35.67
2008-05-22,0.0,35.48
2008-05-23,0.0,35.35
2008-05-26,0.0,34.99
2008-05-27,0.0,35.16
2008-05-28,0.0,35.21
2008-05-29,0.0,35.6
2008-05-30,0.0,35.82
2008-06-02,0.0,36.01
2008-06-03,0.0,35.69
2008-06-04,0.0,35.54
2008-06-05,0.0,35.49
2008-06-06,0.0,35.06
2008-06-09,0.0,34.56
2008-06-10,,34.48
2008-06-11,,34.41
2008-06-12,,34.37
2008-06-13,,34.39
2008-06-16,,34.22
2008-06-17,,34.34
2008-06-18,,34.5
2008-06-19,,34.55
2008-06-20,,34.38
2008-06-23,,34.5
2008-06-24,,34.82
2008-06-25,,35.27
2008-06-26,0.0,
2008-06-27,0.0,34.75
2008-06-30,0.0,35.4
2008-07-01,0.0,35.01
2008-07-02,0.0,35.77
2008-07-03,0.0,36.12
2008-07-04,0.0,35.91
2008-07-07,0.0,35.9
2008-07-08,0.0,36.47
2008-07-09,1.0,37.16
2008-07-10,1.0,36.83
2008-07-11,1.0,35.9
2008-07-14,1.0,35.87
2008-07-15,0.0,35.52
2008-07-16,0.0,35.55
2008-07-17,1.0,35.49
2008-07-18,1.0,35.69
2008-07-21,1.0,35.85
2008-07-22,1.0,36.3
2008-07-23,1.0,36.5
2008-07-24,1.0,36.48
2008-07-25,1.0,36.6
2008-07-28,1.0,36.48
2008-07-29,1.0,36.61
2008-07-30,1.0,36.69
2008-07-31,1.0,36.94
2008-08-01,1.0,36.42
2008-08-04,1.0,36.78
2008-08-05,1.0,37.41
2008-08-06,1.0,37.37
2008-08-07,1.0,37.2
2008-08-08,1.0,37.69
2008-08-11,1.0,37.78
2008-08-12,1.0,37.64
2008-08-13,1.0,37.72
2008-08-14,1.0,37.71
2008-08-15,1.0,38.25
2008-08-18,1.0,38.0
2008-08-19,1.0,37.68
2008-08-20,1.0,37.39
2008-08-21,1.0,36.86
2008-08-22,1.0,36.97
2008-08-25,1.0,37.24
2008-08-26,1.0,37.3
2008-08-27,1.0,37.14
2008-08-28,1.0,37.61
2008-08-29,1.0,37.96
2008-09-01,1.0,38.1
2008-09-02,1.0,38.29
2008-09-03,1.0,37.79
2008-09-04,1.0,37.3
2008-09-05,1.0,37.0
2008-09-08,1.0,36.0
2008-09-09,1.0,36.45
2008-09-10,1.0,37.04
2008-09-11,1.0,36.79
2008-09-12,1.0,36.82
2008-09-15,1.0,36.27
2008-09-16,1.0,35.86
2008-09-17,1.0,35.68
2008-09-18,0.0,35.04
2008-09-19,0.0,35.47
2008-09-22,0.0,34.94
2008-09-23,0.0,35.26
2008-09-24,0.0,34.94
2008-09-25,0.0,35.47
2008-09-26,0.0,35.35
2008-09-29,0.0,34.3
2008-09-30,0.0,35.15
2008-10-01,0.0,35.65
2008-10-02,0.0,36.03
2008-10-03,0.0,36.04
2008-10-06,0.0,35.12
2008-10-07,0.0,35.63
2008-10-08,0.0,33.51
2008-10-09,0.0,31.36
2008-10-10,0.0,29.46
2008-10-13,0.0,31.84
2008-10-14,0.0,32.59
2008-10-15,0.0,31.93
2008-10-16,0.0,31.53
2008-10-17,0.0,33.49
2008-10-20,0.0,34.5
2008-10-21,0.0,34.2
2008-10-22,0.0,34.12
2008-10-23,0.0,33.99
2008-10-24,0.0,32.77
2008-10-27,0.0,33.01
2008-10-28,,33.67
2008-10-29,,34.92
2008-10-30,,34.16
2008-10-31,,35.85
2008-11-03,,36.2
2008-11-04,,36.25
2008-11-05,,34.61
2008-11-06,0.0,34.05
2008-11-07,0.0,35.03
2008-11-10,0.0,35.32
2008-11-11,0.0,35.11
2008-11-12,0.0,35.05
2008-11-13,0.0,34.86
2008-11-14,0.0,35.22
2008-11-17,0.0,34.4
2008-11-18,0.0,34.18
2008-11-19,0.0,34.0
2008-11-20,0.0,32.45
2008-11-21,,30.23
2008-11-24,,32.06
2008-11-25,,31.41
2008-11-26,,31.35
2008-11-27,,31.53
2008-11-28,,32.63
2008-12-01,,32.1
2008-12-02,,31.78
2008-12-03,,32.94
2008-12-04,,32.74
2008-12-05,,32.68
2008-12-08,,33.41
2008-12-09,,33.24
2008-12-10,,32.9
2008-12-11,,32.06
2008-12-12,,32.1
2008-12-15,1.0,31.44
2008-12-16,1.0,31.63
2008-12-17,1.0,31.18
2008-12-18,1.0,31.85
2008-12-19,1.0,31.85
2008-12-22,1.0,31.98
2008-12-23,1.0,32.0
2008-12-24,1.0,
2008-12-25,1.0,
2008-12-26,1.0,
2008-12-29,0.0,31.66
2008-12-30,0.0,31.97
2008-12-31,0.0,
2009-01-01,0.0,
2009-01-02,0.0,32.4
2009-01-05,0.0,33.0
2009-01-06,0.0,33.87
2009-01-07,,33.89
2009-01-08,,33.53
2009-01-09,,33.9
2009-01-12,,33.86
2009-01-13,,33.86
2009-01-14,,33.48
2009-01-15,,33.25
2009-01-16,,33.82
2009-01-19,,33.64
2009-01-20,,33.87
2009-01-21,,33.0
2009-01-22,,33.05
2009-01-23,,32.85
2009-01-26,,33.26
2009-01-27,,32.78
2009-01-28,,32.48
2009-01-29,,31.89
2009-01-30,,32.56
2009-02-02,,32.41
2009-02-03,,32.78
2009-02-04,1.0,32.37
2009-02-05,1.0,32.36
2009-02-06,1.0,32.14
2009-02-09,1.0,32.28
2009-02-10,1.0,32.2
2009-02-11,1.0,32.53
2009-02-12,1.0,32.49
2009-02-13,1.0,32.48
2009-02-16,1.0,32.49
2009-02-17,1.0,31.93
2009-02-18,1.0,32.0
2009-02-19,1.0,31.65
2009-02-20,1.0,31.05
2009-02-23,1.0,31.38
2009-02-24,1.0,30.39
2009-02-25,1.0,29.85
2009-02-26,1.0,29.61
2009-02-27,1.0,29.01
2009-03-02,1.0,28.27
2009-03-03,1.0,27.9
2009-03-04,1.0,28.18
2009-03-05,1.0,28.56
2009-03-06,1.0,27.67
2009-03-09,1.0,27.8
2009-03-10,1.0,28.08
2009-03-11,1.0,28.15
2009-03-12,1.0,28.28
2009-03-13,0.0,28.37
2009-03-16,0.0,29.03
2009-03-17,0.0,28.95
2009-03-18,,28.7
2009-03-19,,28.09
2009-03-20,,28.19
2009-03-23,,28.0
2009-03-24,,28.89
2009-03-25,,28.73
2009-03-26,,28.87
2009-03-30,,28.83
2009-03-31,,29.59
2009-04-01,,29.25
2009-04-02,,30.05
2009-04-03,,29.06
2009-04-06,,28.9
2009-04-07,,29.13
2009-04-08,,28.88
2009-04-09,,28.89
2009-04-14,,28.7
2009-04-15,,29.03
2009-04-16,,29.4
2009-04-17,,29.72
2009-04-20,,29.36
2009-04-21,,29.54
2009-04-22,,28.84
2009-04-23,,28.66
2009-04-24,,29.06
2009-04-27,,29.86
2009-04-28,,29.87
2009-04-29,,29.81
2009-04-30,,30.17
2009-05-04,,30.08
2009-05-05,,29.75
2009-05-06,,30.03
2009-05-07,,29.75
2009-05-08,,29.84
2009-05-11,0.0,29.8
2009-05-12,0.0,30.19
2009-05-13,0.0,30.76
2009-05-14,0.0,30.85
2009-05-15,,30.76
2009-05-18,,30.95
2009-05-19,,30.9
2009-05-20,0.0,31.16
2009-05-21,0.0,30.77
2009-05-22,1.0,30.63
2009-05-25,1.0,30.95
2009-05-26,1.0,30.78
2009-05-27,1.0,30.86
2009-05-28,1.0,30.73
2009-05-29,1.0,30.53
2009-06-01,2.0,31.15
2009-06-02,1.0,30.54
2009-06-03,1.0,30.4
2009-06-04,2.0,30.74
2009-06-05,2.0,30.55
2009-06-08,2.0,30.5
2009-06-09,2.0,30.68
2009-06-10,2.0,30.81
2009-06-11,2.0,31.22
2009-06-12,2.0,32.18
2009-06-15,1.0,31.8
2009-06-16,1.0,31.78
2009-06-17,1.0,32.0
2009-06-18,1.0,32.07
2009-06-19,,32.25
2009-06-22,,31.79
2009-06-23,,32.02
2009-06-24,,31.98
2009-06-25,,31.34
2009-06-26,,31.02
2009-06-29,,31.3
2009-06-30,,31.2
2009-07-01,,31.67
2009-07-02,,31.14
2009-07-03,,31.06
2009-07-06,,31.4
2009-07-07,2.0,31.17
2009-07-08,2.0,31.26
2009-07-09,2.0,31.23
2009-07-10,1.0,30.79
2009-07-13,1.0,30.96
2009-07-14,,31.16
2009-07-15,,31.43
2009-07-16,,31.89
2009-07-17,,31.92
2009-07-20,,32.29
2009-07-21,,32.58
2009-07-22,,32.75
2009-07-23,,33.1
2009-07-24,,33.14
2009-07-27,,33.22
2009-07-28,,33.54
2009-07-29,,33.58
2009-07-30,,33.96
2009-07-31,,33.86
2009-08-03,,33.73
2009-08-04,,33.79
2009-08-05,1.0,33.66
2009-08-06,1.0,33.58
2009-08-07,,33.89
2009-08-10,,33.76
2009-08-11,,33.68
2009-08-12,,33.96
2009-08-13,,33.78
2009-08-14,,33.66
2009-08-17,,33.5
2009-08-18,,33.76
2009-08-19,,33.82
2009-08-20,,33.95
2009-08-21,,34.3
2009-08-24,,34.17
2009-08-25,,34.31
2009-08-26,,34.3
2009-08-27,,34.43
2009-08-28,,34.4
2009-08-31,,34.41
2009-09-01,,34.16
2009-09-02,,34.16
2009-09-03,,33.77
2009-09-04,,33.97
2009-09-07,,34.19
2009-09-08,,34.13
2009-09-09,,34.12
2009-09-10,,34.22
2009-09-11,,34.35
2009-09-14,,33.34
2009-09-15,,33.15
2009-09-16,,33.37
2009-09-17,,33.51
2009-09-18,,33.6
2009-09-21,,33.82
2009-09-22,,34.03
2009-09-23,,33.98
2009-09-24,,33.47
2009-09-25,,33.64
2009-09-28,,34.0
2009-09-29,,34.08
2009-09-30,,33.85
2009-10-01,,33.71
2009-10-02,,33.41
2009-10-05,,33.46
2009-10-06,,33.6
2009-10-07,,33.53
2009-10-08,,33.71
2009-10-09,,33.66
2009-10-12,,34.12
2009-10-13,,33.77
2009-10-14,,34.08
2009-10-15,,34.2
2009-10-16,,33.86
2009-10-19,,34.34
2009-10-20,,34.19
2009-10-21,,34.23
2009-10-22,,33.99
2009-10-23,,33.65
2009-10-26,,33.52
2009-10-27,,34.2
2009-10-28,,34.19
2009-10-29,,33.95
2009-10-30,,33.93
2009-11-02,,33.63
2009-11-03,,33.58
2009-11-04,,33.7
2009-11-05,,33.71
2009-11-06,,33.71
2009-11-09,,34.17
2009-11-10,,34.25
2009-11-11,,34.21
2009-11-12,,34.36
2009-11-13,,34.46
2009-11-16,,34.73
2009-11-17,,34.6
2009-11-18,,34.47
2009-11-19,,34.2
2009-11-20,,34.27
2009-11-23,,34.86
2009-11-24,,34.85
2009-11-25,,35.18
2009-11-26,,34.67
2009-11-27,,34.83
2009-11-30,,34.46
2009-12-01,,35.04
2009-12-02,,35.25
2009-12-03,,35.19
2009-12-04,,35.72
2009-12-07,,35.57
2009-12-08,,35.37
2009-12-09,,35.16
2009-12-10,,35.36
2009-12-11,,35.48
2009-12-14,,35.67
2009-12-15,,35.67
2009-12-16,,36.2
2009-12-17,,36.12
2009-12-18,,36.34
2009-12-21,,36.38
2009-12-22,,36.85
2009-12-23,,36.82
2009-12-28,,36.81
2009-12-29,,36.92
2009-12-30,,36.71
2010-01-04,,37.08
2010-01-05,,36.41
2010-01-06,,36.47
2010-01-07,,36.45
2010-01-08,1.0,36.41
2010-01-11,1.0,36.67
2010-01-12,1.0,36.49
2010-01-13,1.0,36.73
2010-01-14,1.0,37.34
2010-01-15,1.0,37.14
2010-01-18,1.0,37.36
2010-01-19,1.0,37.93
2010-01-20,1.0,37.93
2010-01-21,,37.84
2010-01-22,,37.47
2010-01-25,,37.14
2010-01-26,,37.66
2010-01-27,,37.6
2010-01-28,,37.05
2010-01-29,,37.12
2010-02-01,,37.04
2010-02-02,,37.22
2010-02-03,,37.28
2010-02-04,,36.97
2010-02-05,,36.27
2010-02-08,,36.7
2010-02-09,,36.61
2010-02-10,,36.56
2010-02-11,0.0,37.12
2010-02-12,0.0,37.22
2010-02-15,0.0,37.41
2010-02-16,0.0,37.38
2010-02-17,0.0,37.71
2010-02-18,0.0,37.92
2010-02-19,0.0,38.18
2010-02-22,0.0,37.66
2010-02-23,0.0,37.55
2010-02-24,0.0,37.63
2010-02-25,0.0,37.27
2010-02-26,0.0,37.6
2010-03-01,,38.01
2010-03-02,,38.28
2010-03-03,,38.23
2010-03-04,,38.21
2010-03-05,,38.46
2010-03-08,,38.35
2010-03-09,,38.51
2010-03-10,,38.35
2010-03-11,,38.21
2010-03-12,0.0,37.96
2010-03-15,0.0,38.11
2010-03-16,1.0,38.2
2010-03-17,1.0,38.2
2010-03-18,0.0,38.62
2010-03-19,0.0,38.83
2010-03-22,0.0,38.91
2010-03-23,0.0,38.89
2010-03-24,0.0,39.13
2010-03-25,1.0,39.19
2010-03-26,1.0,38.71
2010-03-29,1.0,38.61
2010-03-30,1.0,38.57
2010-03-31,1.0,38.62
2010-04-01,1.0,38.69
2010-04-02,1.0,
2010-04-05,1.0,
2010-04-06,1.0,38.39
2010-04-07,1.0,38.59
2010-04-08,1.0,38.66
2010-04-09,1.0,38.88
2010-04-12,1.0,38.64
2010-04-13,1.0,38.73
2010-04-14,1.0,38.62
2010-04-15,1.0,39.06
2010-04-16,1.0,38.89
2010-04-19,1.0,38.81
2010-04-20,1.0,39.08
2010-04-21,1.0,38.97
2010-04-22,1.0,38.55
2010-04-23,1.0,38.45
2010-04-26,1.0,38.77
2010-04-27,1.0,38.01
2010-04-28,1.0,37.7
2010-04-29,1.0,38.03
2010-04-30,1.0,37.85
2010-05-03,1.0,37.87
2010-05-04,1.0,37.7
2010-05-05,1.0,37.6
2010-05-06,1.0,37.64
2010-05-07,1.0,36.18
2010-05-10,1.0,37.46
2010-05-11,1.0,37.72
2010-05-12,1.0,37.94
2010-05-13,1.0,38.08
2010-05-14,1.0,37.55
2010-05-17,1.0,37.65
2010-05-18,1.0,37.63
2010-05-19,1.0,37.08
2010-05-20,1.0,36.43
2010-05-21,2.0,35.62
2010-05-24,2.0,36.01
2010-05-25,1.0,35.49
2010-05-26,1.0,36.09
2010-05-27,1.0,36.65
2010-05-28,1.0,36.93
2010-05-31,1.0,37.08
2010-06-01,1.0,37.38
2010-06-02,1.0,37.83
2010-06-03,1.0,38.38
2010-06-04,1.0,38.11
2010-06-07,1.0,37.75
2010-06-08,1.0,37.56
2010-06-09,1.0,37.97
2010-06-10,1.0,38.33
2010-06-11,1.0,38.49
2010-06-14,1.0,38.63
2010-06-15,1.0,38.83
2010-06-16,1.0,39.1
2010-06-17,1.0,38.91
2010-06-18,1.0,38.64
2010-06-21,1.0,38.85
2010-06-22,1.0,39.01
2010-06-23,1.0,38.73
2010-06-24,,38.57
2010-06-25,,38.35
2010-06-28,,38.67
2010-06-29,,38.29
2010-06-30,,38.57
2010-07-01,,37.46
2010-07-02,,37.18
2010-07-05,,36.97
2010-07-06,,37.45
2010-07-07,,37.53
2010-07-08,,37.85
2010-07-09,,38.12
2010-07-12,,38.35
2010-07-13,,38.6
2010-07-14,,38.8
2010-07-15,,38.77
2010-07-16,,37.85
2010-07-19,,37.64
2010-07-20,,37.46
2010-07-21,,37.22
2010-07-22,,37.6
2010-07-23,,37.13
2010-07-26,,36.81
2010-07-27,,36.67
2010-07-28,,36.83
2010-07-29,,36.78
2010-07-30,,36.61
2010-08-02,,37.17
2010-08-03,,37.38
2010-08-04,,37.33
2010-08-05,,37.62
2010-08-06,,37.35
2010-08-09,,37.82
2010-08-10,,38.18
2010-08-11,,37.92
2010-08-12,,38.25
2010-08-13,,38.53
2010-08-16,,38.57
2010-08-17,,38.54
2010-08-18,,38.72
2010-08-19,,38.42
2010-08-20,,38.44
2010-08-23,,38.68
2010-08-24,,38.19
2010-08-25,,38.16
2010-08-26,,38.2
2010-08-27,,38.47
2010-08-30,,38.75
2010-08-31,,38.62
2010-09-01,,39.22
2010-09-02,,39.13
2010-09-03,,39.25
2010-09-06,,39.31
2010-09-07,,39.65
2010-09-08,,39.95
2010-09-09,,40.17
2010-09-10,,40.3
2010-09-13,,39.26
2010-09-14,,39.29
2010-09-15,,39.09
2010-09-16,,38.67
2010-09-17,,38.83
2010-09-20,,39.07
2010-09-21,,38.87
2010-09-22,,38.29
2010-09-23,,38.36
2010-09-24,,38.37
2010-09-27,,38.16
2010-09-28,,38.09
2010-09-29,,37.83
2010-09-30,,37.74
2010-10-01,,37.46
2010-10-04,,37.37
2010-10-05,,37.68
2010-10-06,,37.65
2010-10-07,,37.84
2010-10-08,,37.96
2010-10-11,,38.1
2010-10-12,,38.21
2010-10-13,,38.47
2010-10-14,,38.26
2010-10-15,,38.43
2010-10-18,,38.56
2010-10-19,,38.25
2010-10-20,,38.47
2010-10-21,,38.16
2010-10-22,,37.91
2010-10-25,,38.04
2010-10-26,,37.9
2010-10-27,,37.95
2010-10-28,,37.83
2010-10-29,,37.86
2010-11-01,,37.85
2010-11-02,,37.89
2010-11-03,,37.64
2010-11-04,,37.72
2010-11-05,,38.12
2010-11-08,,38.24
2010-11-09,,38.16
2010-11-10,,38.23
2010-11-11,,38.12
2010-11-12,,37.95
2010-11-15,,38.1
2010-11-16,,37.83
2010-11-17,,38.26
2010-11-18,,38.53
2010-11-19,,38.32
2010-11-22,,38.23
2010-11-23,,37.88
2010-11-24,,38.05
2010-11-25,,38.09
2010-11-26,,38.39
2010-11-29,,37.9
2010-11-30,,37.82
2010-12-01,,38.16
2010-12-02,,38.26
2010-12-03,,38.04
2010-12-06,,38.04
2010-12-07,,38.26
2010-12-08,,38.68
2010-12-09,,38.72
2010-12-10,,38.77
2010-12-13,,38.73
2010-12-14,,39.04
2010-12-15,,39.54
2010-12-16,,39.68
2010-12-17,,39.24
2010-12-20,,39.35
2010-12-21,,39.41
2010-12-22,,39.53
2010-12-23,,39.62
2010-12-27,,39.36
2010-12-28,,39.74
2010-12-29,,39.72
2010-12-30,,39.28
2011-01-03,,39.26
2011-01-04,,39.41
2011-01-05,,39.44
2011-01-06,,39.88
2011-01-07,,39.71
2011-01-10,,39.47
2011-01-11,,39.61
2011-01-12,,39.97
2011-01-13,,39.3
2011-01-14,,39.17
2011-01-17,,39.4
2011-01-18,,39.33
2011-01-19,,39.07
2011-01-20,,38.35
2011-01-21,,38.4
2011-01-24,,38.75
2011-01-25,,38.74
2011-01-26,,39.05
2011-01-27,,38.75
2011-01-28,,38.47
2011-01-31,,38.36
2011-02-01,,38.51
2011-02-02,,38.54
2011-02-03,,38.84
2011-02-04,,38.72
2011-02-07,,39.12
2011-02-08,,39.01
2011-02-09,,38.86
2011-02-10,,38.93
2011-02-11,,39.13
2011-02-14,,39.39
2011-02-15,,39.42
2011-02-16,,39.58
2011-02-17,,39.64
2011-02-18,,39.74
2011-02-21,,39.55
2011-02-22,,39.24
2011-02-23,,39.16
2011-02-24,,38.83
2011-02-25,,39.13
2011-02-28,,39.53
2011-03-01,,39.64
2011-03-02,,39.41
2011-03-03,,39.38
2011-03-04,,39.34
2011-03-07,,39.08
2011-03-08,,39.04
2011-03-09,,39.02
2011-03-10,,39.08
2011-03-11,,38.85
2011-03-14,,38.27
2011-03-15,,37.41
2011-03-16,,36.93
2011-03-17,,37.3
2011-03-18,,37.06
2011-03-21,,37.39
2011-03-22,,37.58
2011-03-23,,37.64
2011-03-24,,37.79
2011-03-25,,38.03
2011-03-28,,37.93
2011-03-29,,37.88
2011-03-30,,38.25
2011-03-31,,38.0
2011-04-01,,38.23
2011-04-04,,38.41
2011-04-05,,38.66
2011-04-06,,38.61
2011-04-07,,38.76
2011-04-08,,38.64
2011-04-11,,38.79
2011-04-12,,38.67
2011-04-13,,38.85
2011-04-14,,38.84
2011-04-15,,39.23
2011-04-18,,39.01
2011-04-19,,39.15
2011-04-20,,39.84
2011-04-21,,39.75
2011-04-26,,39.72
