,ALGEV FP Equity_DX_SI_QTY,ALGEV FP Equity_DX_SHORT_INTEREST_VALUE,ALGEV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEV FP Equity_DX_SI_MV,ALGEV FP Equity_DX_DSS,ALGEV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEV FP Equity_DX_SUPPLY_SI_QTY,ALGEV FP Equity_DX_BROKER_SI_QTY,ALGEV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEV FP Equity_DX_BROKER_SI_MV_INC_x,ALGEV FP Equity_DX_BROKER_SI_QTY_ADD,ALGEV FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEV FP Equity_DX_BROKER_SI_QTY_INC,ALGEV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEV FP Equity_DX_BROKER_SI_MV_INC_y,ALGEV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEV FP Equity_DX_BROKER_SI_MV_ADD,ALGEV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEV FP Equity_DX_BROKER_SI_QTY_DEC,ALGEV FP Equity_DX_SUPPLY_SI_MV,ALGEV FP Equity_DX_BROKER_SI_MV_DEC,ALGEV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEV FP Equity_DX_UTILIZATION_QUANTITY,ALGEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEV FP Equity_DX_BROKER_SI_CON_RATIO,ALGEV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALGEV FP Equity_PX_LAST
1998-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3235
1998-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.2927
1998-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.5613
1998-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.5613
1998-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.5613
1998-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.8062
1998-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.897
1998-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8678
1998-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.2762
1998-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.9823
1998-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.2817
1998-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.7572
1998-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.7572
1998-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9949
1998-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.1837
1998-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.2872
1998-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.6592
1998-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.2564
1998-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3235
1998-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3235
1998-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.1711
1998-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.1837
1998-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.1837
1998-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.9278
1998-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3235
1998-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3235
1998-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3235
1998-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0858
1998-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3235
1998-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.2927
1998-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.5123
1998-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.2927
1998-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.7864
1998-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.4143
1998-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.4017
1998-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.2492
1998-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.6031
1998-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6449
1998-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6449
1998-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6449
1998-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6449
1998-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.449
1998-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.2966
1998-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7666
1998-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.498
1998-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.498
1998-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9245
1998-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0225
1998-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9245
1998-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.8755
1998-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.4182
1998-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.2404
1998-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5817
1998-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.1788
1998-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3857
1998-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0137
1998-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9284
1998-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2878
1998-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9284
1998-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.7215
1998-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.6362
1998-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5817
1998-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5817
1998-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5817
1998-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.4292
1998-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8194
1998-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.3186
1998-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.3368
1998-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.3368
1998-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.3368
1998-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.1843
1998-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.001
1998-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7143
1998-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3478
1998-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6164
1998-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3296
1998-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0919
1998-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0919
1998-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0919
1998-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0429
1998-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0429
1998-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5674
1998-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0429
1998-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0429
1998-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9939
1998-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4204
1998-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1998-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6219
1998-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1998-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1998-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1998-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1998-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1998-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4694
1998-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0429
1998-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0919
1999-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.15
1999-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55
1999-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55
1999-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
1999-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4
1999-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4
1999-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.35
1999-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
1999-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.45
1999-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.45
1999-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6
1999-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
1999-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
1999-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
1999-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5
1999-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1
1999-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
1999-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
1999-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
1999-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
1999-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
1999-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5
1999-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5
1999-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
1999-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.15
1999-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
1999-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
1999-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
1999-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
1999-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
1999-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
1999-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5
1999-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
1999-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9
1999-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
1999-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
1999-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
1999-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
1999-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9
1999-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9
1999-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
1999-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
1999-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
1999-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
1999-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
1999-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5
1999-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.05
1999-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
1999-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
1999-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
1999-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
1999-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
1999-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
1999-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
1999-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
1999-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
1999-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
1999-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.55
1999-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5
1999-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
1999-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9
1999-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
1999-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
1999-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
1999-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5
1999-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6
1999-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2
1999-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
1999-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
1999-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5
1999-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
1999-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8
1999-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3
1999-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.65
1999-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5
1999-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5
1999-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5
1999-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2
1999-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2
1999-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
1999-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
1999-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
1999-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
1999-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1
1999-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7
1999-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
1999-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
1999-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
1999-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
1999-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
1999-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
1999-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
1999-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5
1999-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6
1999-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
1999-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
1999-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
1999-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.05
1999-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2
1999-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6
1999-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
1999-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9
1999-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2
1999-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1
1999-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1
1999-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2
1999-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7
1999-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1
1999-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4
1999-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2
1999-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5
1999-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
1999-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1
1999-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95
1999-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
1999-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
1999-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
1999-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5
1999-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6
1999-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.95
1999-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.95
1999-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.95
1999-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
1999-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
1999-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4
1999-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5
1999-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2
1999-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
1999-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
1999-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
1999-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
1999-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
1999-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
1999-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.94
1999-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8
1999-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.94
1999-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.94
1999-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
1999-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.85
1999-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
1999-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88
1999-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8
1999-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95
1999-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.84
1999-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
1999-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8
1999-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2
1999-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
1999-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81
1999-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8
1999-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5
1999-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
1999-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
1999-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
1999-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
1999-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8
1999-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
1999-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99
1999-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99
1999-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3
1999-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99
1999-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
1999-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
1999-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
1999-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.89
1999-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
1999-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
1999-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
2000-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
2000-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9
2000-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
2000-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5
2000-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3
2000-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2000-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
2000-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8
