,ITE FP Equity_DX_SI_QTY,ITE FP Equity_DX_SHORT_INTEREST_VALUE,ITE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ITE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ITE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ITE FP Equity_DX_SI_MV,ITE FP Equity_DX_DSS,ITE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ITE FP Equity_DX_SUPPLY_SI_QTY,ITE FP Equity_DX_BROKER_SI_QTY,ITE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ITE FP Equity_DX_BROKER_SI_QTY_ADD,ITE FP Equity_DX_SUPPLY_SI_MV_DEC,ITE FP Equity_DX_SUPPLY_SI_QTY_DEC,ITE FP Equity_DX_BROKER_SI_MV_ADD,ITE FP Equity_DX_SUPPLY_SI_QTY_ADD,ITE FP Equity_DX_BROKER_SI_QTY_DEC,ITE FP Equity_DX_SUPPLY_SI_MV,ITE FP Equity_DX_BROKER_SI_MV_DEC,ITE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ITE FP Equity_DX_UTILIZATION_QUANTITY,ITE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ITE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ITE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ITE FP Equity_DX_ACTIVE_UTILIZATION_MV,ITE FP Equity_DX_BROKER_SI_CON_RATIO,ITE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ITE FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.0
2007-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.0
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,849.0,2631.9,0.0,0.0,0.0,,0.0
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,849.0,2597.94,0.0,0.0,0.0,,0.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,849.0,2580.96,0.0,0.0,0.0,,0.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,849.0,2614.92,0.0,0.0,0.0,,0.0
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,849.0,2580.96,0.0,0.0,0.0,,0.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,849.0,2580.96,0.0,0.0,0.0,,0.0
2019-08-06,900.0,2682.0,0.04,0.43,0.01,0.0,0.0,2682.0,900.0,900.0,2682.0,900.0,,,0.0,900.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5
2019-08-07,1.0,2.96,0.0,0.0,0.0,0.0,0.0,2.96,1.0,1.0,2.96,,0.0,899.0,,,899.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5
2019-08-08,1.0,2.98,0.0,0.0,0.0,0.0,0.0,2.98,1.0,1.0,2.98,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5
2019-08-09,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5
2019-08-12,1.0,2.99,0.0,0.0,0.0,0.0,0.0,2.99,1.0,1.0,2.99,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1080.0,0.0,0.0,0.0,,0.0
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1096.0,0.0,0.0,0.0,,0.0
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1104.0,0.0,0.0,0.0,,0.0
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1104.0,0.0,0.0,0.0,,0.0
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1176.0,0.0,0.0,0.0,,0.0
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1160.0,0.0,0.0,0.0,,0.0
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1232.0,0.0,0.0,0.0,,0.0
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1224.0,0.0,0.0,0.0,,0.0
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1240.0,0.0,0.0,0.0,,0.0
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1256.0,0.0,0.0,0.0,,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1232.0,0.0,0.0,0.0,,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1216.0,0.0,0.0,0.0,,0.0
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1216.0,0.0,0.0,0.0,,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1208.0,0.0,0.0,0.0,,0.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1192.0,0.0,0.0,0.0,,0.0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1176.0,0.0,0.0,0.0,,0.0
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1176.0,0.0,0.0,0.0,,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1176.0,0.0,0.0,0.0,,0.0
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1176.0,0.0,0.0,0.0,,0.0
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1192.0,0.0,0.0,0.0,,0.0
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1216.0,0.0,0.0,0.0,,0.0
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1200.0,0.0,0.0,0.0,,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,894.0,0.0,0.0,0.0,,0.0
2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1160.0,0.0,0.0,0.0,,0.0
2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,1152.0,0.0,0.0,0.0,,0.0
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,1191.0,0.0,0.0,0.0,,0.0
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,1200.0,0.0,0.0,0.0,,0.0
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4500.0,18000.0,0.02,0.0,0.0,,0.0
