,INS FP Equity_DX_DSS,INS FP Equity_PX_LAST
2009-12-23,,15.1
2009-12-28,,15.23
2009-12-29,,15.3
2009-12-30,,15.18
2010-01-04,,15.43
2010-01-05,,15.61
2010-01-06,,15.67
2010-01-07,,15.61
2010-01-08,,15.72
2010-01-11,,15.56
2010-01-12,,15.51
2010-01-13,,15.54
2010-01-14,,15.62
2010-01-15,,15.42
2010-01-18,,15.52
2010-01-19,,15.56
2010-01-20,,15.26
2010-01-21,,15.01
2010-01-22,,14.85
2010-01-25,,14.83
2010-01-26,,14.88
2010-01-27,,14.75
2010-01-28,,14.6
2010-01-29,,14.69
2010-02-01,,14.84
2010-02-02,,15.06
2010-02-03,,14.97
2010-02-04,,14.57
2010-02-05,,14.13
2010-02-08,,14.04
2010-02-09,,14.12
2010-02-10,,14.4
2010-02-11,,14.35
2010-02-12,,14.28
2010-02-15,,14.47
2010-02-16,,14.63
2010-02-17,,14.94
2010-02-18,,14.99
2010-02-19,,14.98
2010-02-22,,15.04
2010-02-23,,14.84
2010-02-24,,14.91
2010-02-25,,14.62
2010-02-26,,14.94
2010-03-01,,14.93
2010-03-02,,14.97
2010-03-03,,15.15
2010-03-04,,15.15
2010-03-05,,15.43
2010-03-08,,15.44
2010-03-09,,15.42
2010-03-10,,15.59
2010-03-11,,15.57
2010-03-12,,15.65
2010-03-15,,15.48
2010-03-16,,15.61
2010-03-17,,15.8
2010-03-18,,15.73
2010-03-19,,15.67
2010-03-22,,15.56
2010-03-23,,15.68
2010-03-24,,15.73
2010-03-25,,15.93
2010-03-26,,15.95
2010-03-29,,16.02
2010-03-30,,16.02
2010-03-31,,16.04
2010-04-01,,16.3
2010-04-06,,16.45
2010-04-07,,16.39
2010-04-08,,16.18
2010-04-09,1.0,16.34
2010-04-12,1.0,16.41
2010-04-13,2.0,16.38
2010-04-14,2.0,16.47
2010-04-15,2.0,16.51
2010-04-16,2.0,16.23
2010-04-19,2.0,16.03
2010-04-20,2.0,16.25
2010-04-21,1.0,16.01
2010-04-22,1.0,15.755
2010-04-23,1.0,15.73
2010-04-26,1.0,15.9
2010-04-27,1.0,15.27
2010-04-28,1.0,14.98
2010-04-29,1.0,15.255
2010-04-30,2.0,15.16
2010-05-03,2.0,15.23
2010-05-04,2.0,14.735
2010-05-05,2.0,14.545
2010-05-06,1.0,14.19
2010-05-07,1.0,13.8
2010-05-10,2.0,15.105
2010-05-11,2.0,15.005
2010-05-12,2.0,15.34
2010-05-13,2.0,15.35
2010-05-14,2.0,14.77
2010-05-17,4.0,14.66
2010-05-18,4.0,14.87
2010-05-19,4.0,14.375
2010-05-20,4.0,14.175
2010-05-21,4.0,14.17
2010-05-24,3.0,14.155
2010-05-25,3.0,13.725
2010-05-26,,13.945
2010-05-27,,14.59
2010-05-28,,14.525
2010-05-31,,14.57
2010-06-01,,14.695
2010-06-02,,14.595
2010-06-03,,14.755
2010-06-04,,14.39
2010-06-07,,14.245
2010-06-08,,14.09
2010-06-09,,14.295
2010-06-10,,14.58
2010-06-11,,14.63
2010-06-14,,14.925
2010-06-15,,15.105
2010-06-16,,15.275
2010-06-17,,15.255
2010-06-18,,15.265
2010-06-21,,15.45
2010-06-22,,15.35
2010-06-23,,15.13
2010-06-24,,14.86
2010-06-25,,14.75
2010-06-28,,14.95
2010-06-29,,14.57
2010-06-30,,14.435
2010-07-01,,14.095
2010-07-02,,14.195
2010-07-05,,14.105
2010-07-06,,14.45
2010-07-07,,14.675
2010-07-08,,14.925
2010-07-09,,15.055
2010-07-12,,15.035
2010-07-13,,15.275
2010-07-14,,15.34
2010-07-15,,15.08
2010-07-16,,14.755
2010-07-19,,14.635
2010-07-20,,14.62
2010-07-21,,14.79
2010-07-22,,15.17
2010-07-23,,15.18
2010-07-26,,15.37
2010-07-27,,15.755
2010-07-28,,15.71
2010-07-29,,15.72
2010-07-30,,15.605
2010-08-02,,16.045
2010-08-03,,16.035
2010-08-04,,16.0
2010-08-05,,16.02
2010-08-06,,15.78
2010-08-09,,16.005
2010-08-10,,15.795
2010-08-11,,15.46
2010-08-12,,15.285
2010-08-13,,15.345
2010-08-16,,15.265
2010-08-17,,15.535
2010-08-18,,15.48
2010-08-19,,15.255
2010-08-20,,15.02
2010-08-23,,15.135
2010-08-24,,14.895
2010-08-25,,14.76
2010-08-26,,14.87
2010-08-27,,14.975
2010-08-30,,14.965
2010-08-31,,14.93
2010-09-01,,15.37
2010-09-02,,15.4
2010-09-03,,15.58
2010-09-06,,15.535
2010-09-07,,15.425
2010-09-08,,15.52
2010-09-09,,15.615
2010-09-10,,15.675
2010-09-13,,15.45
2010-09-14,,15.48
2010-09-15,,15.51
2010-09-16,,15.35
2010-09-17,,15.155
2010-09-20,,15.37
2010-09-21,,15.28
2010-09-22,,15.07
2010-09-23,,15.04
2010-09-24,,15.235
2010-09-27,,15.175
2010-09-28,,15.16
2010-09-29,,15.12
2010-09-30,,14.99
2010-10-01,,14.97
2010-10-04,,14.82
2010-10-05,,15.025
2010-10-06,,15.15
2010-10-07,,15.235
2010-10-08,,15.235
2010-10-11,,15.235
2010-10-12,,15.14
2010-10-13,,15.41
2010-10-14,,15.495
2010-10-15,,15.455
2010-10-18,,15.55
2010-10-19,,15.505
2010-10-20,,15.505
2010-10-21,,15.595
2010-10-22,,15.48
2010-10-25,,15.5
2010-10-26,,15.48
2010-10-27,,15.345
2010-10-28,,15.5
2010-10-29,,15.465
2010-11-01,,15.445
2010-11-02,,15.535
2010-11-03,,15.415
2010-11-04,,15.77
2010-11-05,,15.855
2010-11-08,,15.86
2010-11-09,,15.895
2010-11-10,,15.795
2010-11-11,,15.605
2010-11-12,,15.575
2010-11-15,,15.68
2010-11-16,,15.35
2010-11-17,,15.45
2010-11-18,,15.58
2010-11-19,,15.485
2010-11-22,,15.27
2010-11-23,,14.97
2010-11-24,,14.96
2010-11-25,,15.025
2010-11-26,,14.77
2010-11-29,3.0,14.525
2010-11-30,3.0,14.32
2010-12-01,3.0,14.715
2010-12-02,3.0,15.06
2010-12-03,3.0,14.94
2010-12-06,3.0,14.88
2010-12-07,3.0,15.02
2010-12-08,3.0,15.325
2010-12-09,3.0,15.66
2010-12-10,3.0,15.665
2010-12-13,3.0,15.67
2010-12-14,3.0,15.71
2010-12-15,3.0,15.595
2010-12-16,3.0,15.58
2010-12-17,3.0,15.44
2010-12-20,2.0,15.6
2010-12-21,2.0,15.72
2010-12-22,2.0,15.765
2010-12-23,2.0,15.705
2010-12-24,2.0,
2010-12-27,2.0,15.555
2010-12-28,2.0,15.59
2010-12-29,,15.685
2010-12-30,,15.495
2011-01-03,,15.735
2011-01-04,,15.785
2011-01-05,,15.85
2011-01-06,,16.105
2011-01-07,,16.025
2011-01-10,,15.73
2011-01-11,,15.855
2011-01-12,,16.255
2011-01-13,,16.45
2011-01-14,,16.475
2011-01-17,,16.51
2011-01-18,,16.625
2011-01-19,,16.37
2011-01-20,,16.49
2011-01-21,,16.695
2011-01-24,,16.755
2011-01-25,,16.64
2011-01-26,,16.76
2011-01-27,,17.09
2011-01-28,,17.025
2011-01-31,,16.995
2011-02-01,,17.365
2011-02-02,,17.445
2011-02-03,,17.38
2011-02-04,,17.635
2011-02-07,,17.805
2011-02-08,,17.915
2011-02-09,,17.855
2011-02-10,,17.74
2011-02-11,,17.79
2011-02-14,,17.755
2011-02-15,,17.82
2011-02-16,,18.05
2011-02-17,,18.15
2011-02-18,,18.185
2011-02-21,,17.82
2011-02-22,,17.685
2011-02-23,,17.525
2011-02-24,,17.25
2011-02-25,,17.54
2011-02-28,,17.72
2011-03-01,,17.57
2011-03-02,,17.36
2011-03-03,,17.42
2011-03-04,,17.555
2011-03-07,,17.47
2011-03-08,,17.55
2011-03-09,,17.7
2011-03-10,,17.355
2011-03-11,,16.985
2011-03-14,,16.63
2011-03-15,,16.19
2011-03-16,,15.92
2011-03-17,,16.345
2011-03-18,,16.3
2011-03-21,,16.735
2011-03-22,,16.8
2011-03-23,,16.84
2011-03-24,,16.99
2011-03-25,,16.935
2011-03-28,,16.975
2011-03-29,,16.9
2011-03-30,,17.015
2011-03-31,,16.835
2011-04-01,,17.225
2011-04-04,,17.15
2011-04-05,,17.185
2011-04-06,,17.44
2011-04-07,,17.44
2011-04-08,,17.625
2011-04-11,,17.62
2011-04-12,,17.405
2011-04-13,,17.485
2011-04-14,,17.255
2011-04-15,,17.21
2011-04-18,,16.63
2011-04-19,,16.705
2011-04-20,,17.0
2011-04-21,,17.205
2011-04-26,,17.305
2011-04-27,,17.4
2011-04-28,,17.615
2011-04-29,,17.685
2011-05-02,,17.67
2011-05-03,,17.635
2011-05-04,,17.39
2011-05-05,,17.415
2011-05-06,,17.59
2011-05-09,,17.32
2011-05-10,,17.59
2011-05-11,,17.67
2011-05-12,,17.4
2011-05-13,,17.17
2011-05-16,,17.1
2011-05-17,,16.96
2011-05-18,,16.995
2011-05-19,,17.11
2011-05-20,,17.075
2011-05-23,,16.73
2011-05-24,,16.605
2011-05-25,,16.77
2011-05-26,,16.82
2011-05-27,,17.015
2011-05-30,,16.915
2011-05-31,,17.11
2011-06-01,,16.935
2011-06-02,,16.67
2011-06-03,,16.685
2011-06-06,,16.52
2011-06-07,,16.625
2011-06-08,,16.475
2011-06-09,,16.67
2011-06-10,,16.495
2011-06-13,,16.525
2011-06-14,,16.73
2011-06-15,,16.585
2011-06-16,,16.415
2011-06-17,,16.58
2011-06-20,,16.4
2011-06-21,,16.665
2011-06-22,,16.585
2011-06-23,,16.32
2011-06-24,,16.06
2011-06-27,,16.005
2011-06-28,,16.175
2011-06-29,,16.495
2011-06-30,,16.795
2011-07-01,,17.02
2011-07-04,,16.995
2011-07-05,,17.01
2011-07-06,,16.295
2011-07-07,,16.335
2011-07-08,,16.21
2011-07-11,,15.59
2011-07-12,,15.395
2011-07-13,,15.585
2011-07-14,,15.41
2011-07-15,,15.26
2011-07-18,,14.72
2011-07-19,,14.955
2011-07-20,,15.38
2011-07-21,,15.84
2011-07-22,,15.88
2011-07-25,,15.59
2011-07-26,,15.575
2011-07-27,,15.245
2011-07-28,,15.38
2011-07-29,,15.24
2011-08-01,,15.025
2011-08-02,,14.575
2011-08-03,,14.24
2011-08-04,,13.7
2011-08-05,,13.51
2011-08-08,,12.94
2011-08-09,,13.09
2011-08-10,,12.385
2011-08-11,,12.74
2011-08-12,,13.39
2011-08-15,,13.525
2011-08-16,,13.455
2011-08-17,,13.495
2011-08-18,,12.77
2011-08-19,,12.52
2011-08-22,,12.59
2011-08-23,,12.62
2011-08-24,,12.865
2011-08-25,,12.705
2011-08-26,,12.415
2011-08-29,,12.75
2011-08-30,,12.87
2011-08-31,,13.32
2011-09-01,,13.345
2011-09-02,,12.845
2011-09-05,,12.185
2011-09-06,,11.915
2011-09-07,,12.335
2011-09-08,,12.48
2011-09-09,,11.85
2011-09-12,,11.35
2011-09-13,,11.56
2011-09-14,,11.785
2011-09-15,,12.265
2011-09-16,,12.425
2011-09-19,,11.95
2011-09-20,,12.125
2011-09-21,,11.93
2011-09-22,,11.295
2011-09-23,,11.33
2011-09-26,,12.025
2011-09-27,,12.755
2011-09-28,,12.695
2011-09-29,,13.025
2011-09-30,,12.675
2011-10-03,,12.38
2011-10-04,,11.94
2011-10-05,,12.58
2011-10-06,,13.22
2011-10-07,,13.26
2011-10-10,,13.655
2011-10-11,,13.505
2011-10-12,,13.925
2011-10-13,,13.5
2011-10-14,,13.67
2011-10-17,,13.535
2011-10-18,,13.405
2011-10-19,,13.715
2011-10-20,,13.29
2011-10-21,,13.715
2011-10-24,,14.03
2011-10-25,,13.905
2011-10-26,,13.795
2011-10-27,,14.79
2011-10-28,,14.505
2011-10-31,,14.095
2011-11-01,,13.065
2011-11-02,,13.395
2011-11-03,,13.855
2011-11-04,,13.565
2011-11-07,,13.365
2011-11-08,,13.57
2011-11-09,,12.975
2011-11-10,,13.03
2011-11-11,,13.5
2011-11-14,,13.285
2011-11-15,,13.08
2011-11-16,,13.05
2011-11-17,,12.84
2011-11-18,,12.745
2011-11-21,,12.3
2011-11-22,,12.16
2011-11-23,,11.895
2011-11-24,,11.9
2011-11-25,,11.97
2011-11-28,,12.71
2011-11-29,,12.955
2011-11-30,,13.43
2011-12-01,,13.335
2011-12-02,,13.745
2011-12-05,,13.975
2011-12-06,,13.89
2011-12-07,,13.775
2011-12-08,,13.365
2011-12-09,,13.695
2011-12-12,,13.045
2011-12-13,,12.96
2011-12-14,,12.62
2011-12-15,,12.91
2011-12-16,,12.815
2011-12-19,,12.77
2011-12-20,,13.21
2011-12-21,,13.13
2011-12-22,,13.29
2011-12-23,,13.38
2011-12-27,,13.37
2011-12-28,,13.205
2011-12-29,,13.24
2011-12-30,,13.39
2012-01-02,,13.635
2012-01-03,,13.845
2012-01-04,,13.71
2012-01-05,,13.435
2012-01-06,,13.38
2012-01-09,,13.23
2012-01-10,,13.735
2012-01-11,,13.86
2012-01-12,,14.085
2012-01-13,,13.995
2012-01-16,,14.135
2012-01-17,,14.265
2012-01-18,,14.325
2012-01-19,,14.855
2012-01-20,,14.89
2012-01-23,,15.095
2012-01-24,,15.005
2012-01-25,,14.935
2012-01-26,,15.165
2012-01-27,,15.02
2012-01-30,,14.635
2012-01-31,,14.83
2012-02-01,,15.215
2012-02-02,,15.335
2012-02-03,,15.615
2012-02-06,,15.51
2012-02-07,,15.55
2012-02-08,,15.565
2012-02-09,,15.465
2012-02-10,,15.135
2012-02-13,,15.315
2012-02-14,,15.25
2012-02-15,,15.365
2012-02-16,,15.29
2012-02-17,,15.525
2012-02-20,,15.665
2012-02-21,,15.48
2012-02-22,,15.31
2012-02-23,,15.36
2012-02-24,,15.4
2012-02-27,,15.395
2012-02-28,,15.435
2012-02-29,,15.4
2012-03-01,,15.605
2012-03-02,,15.7
2012-03-05,,15.555
2012-03-06,,15.055
2012-03-07,,15.16
2012-03-08,,15.42
2012-03-09,,15.44
2012-03-12,,15.41
2012-03-13,,15.775
2012-03-14,,16.13
2012-03-15,,16.305
2012-03-16,,16.55
2012-03-19,,16.525
2012-03-20,,16.28
2012-03-21,,16.19
2012-03-22,,15.95
2012-03-23,,15.96
2012-03-26,,16.16
2012-03-27,,16.145
2012-03-28,,15.935
2012-03-29,,15.565
2012-03-30,,15.65
2012-04-02,,15.84
2012-04-03,,15.61
2012-04-04,,15.2
2012-04-05,,15.205
2012-04-10,,14.72
2012-04-11,,14.86
2012-04-12,,14.97
2012-04-13,,14.63
2012-04-16,,14.55
2012-04-17,,15.03
2012-04-18,,14.89
2012-04-19,,14.8
2012-04-20,,14.97
2012-04-23,,14.535
2012-04-24,,14.715
2012-04-25,,15.015
2012-04-26,,14.925
2012-04-27,,15.115
2012-04-30,,14.915
2012-05-02,,14.885
2012-05-03,,14.84
2012-05-04,,14.655
2012-05-07,,14.865
2012-05-08,,14.485
2012-05-09,,14.405
2012-05-10,,14.675
2012-05-11,,14.605
2012-05-14,,14.23
2012-05-15,,14.03
2012-05-16,,14.03
2012-05-17,,13.69
2012-05-18,,13.655
2012-05-21,,13.73
2012-05-22,,14.125
2012-05-23,,13.72
2012-05-24,,13.87
2012-05-25,,13.92
2012-05-28,,13.84
2012-05-29,,13.885
2012-05-30,,13.645
2012-05-31,,13.575
2012-06-01,,13.225
2012-06-04,,13.28
2012-06-05,,13.28
2012-06-06,,13.765
2012-06-07,,13.92
2012-06-08,,13.9
2012-06-11,,13.915
2012-06-12,,13.83
2012-06-13,,13.83
2012-06-14,,13.925
2012-06-15,,14.22
2012-06-18,,14.1
2012-06-19,,14.505
2012-06-20,,14.695
2012-06-21,,14.71
2012-06-22,,14.565
2012-06-25,,14.19
2012-06-26,,14.24
2012-06-27,,14.485
2012-06-28,,14.445
2012-06-29,,15.015
2012-07-02,,15.21
2012-07-03,,15.37
2012-07-04,,15.24
2012-07-05,,15.14
2012-07-06,,14.93
2012-07-09,,14.87
2012-07-10,,15.055
2012-07-11,,15.075
2012-07-12,,15.0
2012-07-13,,15.19
2012-07-16,,15.275
2012-07-17,,15.195
2012-07-18,,15.415
2012-07-19,,15.56
2012-07-20,,15.24
2012-07-23,,14.615
2012-07-24,,14.415
2012-07-25,,14.43
2012-07-26,,14.94
2012-07-27,,15.25
2012-07-30,,15.555
2012-07-31,,15.395
2012-08-01,,15.505
2012-08-02,,15.04
2012-08-03,,15.74
2012-08-06,,15.895
2012-08-07,,16.12
2012-08-08,,16.185
2012-08-09,,16.29
2012-08-10,,16.32
2012-08-13,,16.3
2012-08-14,,16.475
2012-08-15,,16.435
2012-08-16,,16.515
2012-08-17,,16.63
2012-08-20,,16.535
2012-08-21,,16.735
2012-08-22,,16.59
2012-08-23,,16.42
2012-08-24,,16.37
2012-08-27,,16.435
2012-08-28,,16.355
2012-08-29,,16.355
2012-08-30,,16.27
2012-08-31,,16.455
2012-09-03,,16.535
2012-09-04,,16.465
2012-09-05,,16.585
2012-09-06,,17.065
2012-09-07,,17.22
2012-09-10,,17.185
2012-09-11,,17.315
2012-09-12,,17.57
2012-09-13,,17.415
2012-09-14,,17.745
2012-09-17,,17.645
2012-09-18,,17.39
2012-09-19,,17.325
2012-09-20,,17.265
2012-09-21,,17.4
2012-09-24,,17.31
2012-09-25,,17.42
2012-09-26,,17.01
2012-09-27,,17.035
2012-09-28,,16.82
2012-10-01,,17.16
2012-10-02,,17.145
2012-10-03,,17.105
2012-10-04,,17.19
2012-10-05,,17.335
2012-10-08,,17.11
2012-10-09,,17.015
2012-10-10,,16.945
2012-10-11,,17.185
2012-10-12,,17.23
2012-10-15,,17.335
2012-10-16,,17.745
2012-10-17,,17.8
2012-10-18,,17.87
2012-10-19,,17.63
2012-10-22,,17.67
2012-10-23,,17.315
2012-10-24,,17.275
2012-10-25,,17.43
2012-10-26,,17.365
2012-10-29,,17.145
2012-10-30,,17.385
2012-10-31,,17.495
2012-11-01,,17.675
2012-11-02,,17.705
2012-11-05,,17.605
2012-11-06,,17.775
2012-11-07,,17.54
2012-11-08,,17.595
2012-11-09,,17.41
2012-11-12,,17.43
2012-11-13,,17.59
2012-11-14,,17.515
2012-11-15,,17.325
2012-11-16,,17.025
2012-11-19,,17.5
2012-11-20,,17.6
2012-11-21,,17.7
2012-11-22,,17.78
2012-11-23,,17.905
2012-11-26,,17.85
2012-11-27,,17.86
2012-11-28,,17.895
2012-11-29,,18.115
2012-11-30,,18.105
2012-12-03,,18.125
2012-12-04,,18.185
2012-12-05,,18.26
2012-12-06,,18.44
2012-12-07,,18.465
2012-12-10,2.0,18.41
2012-12-11,2.0,18.445
2012-12-12,2.0,18.545
2012-12-13,2.0,18.555
2012-12-14,,18.475
2012-12-17,,18.47
2012-12-18,,18.53
2012-12-19,,18.72
2012-12-20,,18.79
2012-12-21,,18.705
2012-12-27,,18.715
2012-12-28,,18.515
2013-01-02,,19.13
2013-01-03,,19.195
2013-01-04,,19.26
2013-01-07,,19.27
2013-01-08,,19.18
2013-01-09,,19.25
2013-01-10,,19.22
2013-01-11,,19.245
2013-01-14,,19.17
2013-01-15,,19.05
2013-01-16,,18.875
2013-01-17,,18.99
2013-01-18,,18.92
2013-01-21,,18.955
2013-01-22,,18.925
2013-01-23,,18.79
2013-01-24,,18.93
2013-01-25,,18.97
2013-01-28,,19.01
2013-01-29,,19.06
2013-01-30,,19.04
2013-01-31,,19.01
2013-02-01,,18.955
2013-02-04,,18.535
2013-02-05,,18.675
2013-02-06,,18.53
2013-02-07,,18.44
2013-02-08,,18.675
2013-02-11,,18.69
2013-02-12,,18.825
2013-02-13,,18.82
2013-02-14,,18.825
2013-02-15,,18.74
2013-02-18,,18.785
2013-02-19,,19.04
2013-02-20,,18.835
2013-02-21,,18.53
2013-02-22,,18.83
2013-02-25,,18.81
2013-02-26,,18.365
2013-02-27,,18.585
2013-02-28,,18.83
2013-03-01,,18.76
2013-03-04,,18.72
2013-03-05,,19.18
2013-03-06,,19.295
2013-03-07,,19.25
2013-03-08,,19.505
2013-03-11,,19.45
2013-03-12,,19.52
2013-03-13,,19.72
2013-03-14,,20.095
2013-03-15,,20.0
2013-03-18,,19.765
2013-03-19,,19.605
2013-03-20,,19.76
2013-03-21,,19.565
2013-03-22,,19.565
2013-03-25,,19.33
2013-03-26,,19.445
2013-03-27,,19.195
2013-03-28,,19.18
2013-04-02,,19.63
2013-04-03,,19.4
2013-04-04,,19.235
2013-04-05,,19.045
2013-04-08,,18.995
2013-04-09,,19.0
2013-04-10,,19.56
2013-04-11,,19.725
2013-04-12,,19.56
2013-04-15,,19.47
2013-04-16,,19.34
2013-04-17,,18.945
2013-04-18,,18.86
2013-04-19,,18.96
2013-04-22,,19.12
2013-04-23,,19.84
2013-04-24,,20.055
2013-04-25,,20.33
2013-04-26,,20.325
2013-04-29,,20.45
2013-04-30,,20.4
2013-05-02,,20.495
2013-05-03,,20.83
2013-05-06,,20.865
2013-05-07,,21.015
2013-05-08,,21.26
2013-05-09,,21.375
2013-05-10,,21.305
2013-05-13,,21.145
2013-05-14,,21.29
2013-05-15,,21.485
2013-05-16,,21.49
2013-05-17,,21.56
2013-05-20,,21.57
2013-05-21,,21.5
2013-05-22,,21.57
2013-05-23,,21.0
2013-05-24,,20.945
2013-05-27,,21.115
2013-05-28,,21.425
2013-05-29,,21.1
2013-05-30,,21.415
2013-05-31,,21.22
2013-06-03,,21.005
2013-06-04,,21.15
2013-06-05,,20.735
2013-06-06,,20.29
2013-06-07,,20.915
2013-06-10,,20.805
2013-06-11,,20.455
2013-06-12,,20.335
2013-06-13,,20.44
2013-06-14,,20.505
2013-06-17,,20.735
2013-06-18,,20.84
2013-06-19,,20.755
2013-06-20,,20.16
2013-06-21,,19.865
2013-06-24,,19.62
2013-06-25,,19.915
2013-06-26,,20.33
2013-06-27,,20.425
2013-06-28,,20.37
2013-07-01,,20.7
2013-07-02,,20.54
2013-07-03,,20.42
2013-07-04,,20.895
2013-07-05,,20.66
2013-07-08,,21.09
2013-07-09,,21.255
2013-07-10,,21.325
2013-07-11,,21.31
2013-07-12,,21.33
2013-07-15,,21.49
2013-07-16,,21.26
2013-07-17,,21.415
2013-07-18,,21.77
2013-07-19,,21.79
2013-07-22,,21.84
2013-07-23,,21.695
2013-07-24,,21.855
2013-07-25,,21.825
2013-07-26,,21.66
2013-07-29,,21.71
2013-07-30,,21.755
2013-07-31,,21.76
2013-08-01,,22.05
2013-08-02,,22.215
2013-08-05,,22.285
2013-08-06,,22.045
2013-08-07,,22.16
2013-08-08,,22.34
2013-08-09,,22.37
2013-08-12,,22.45
2013-08-13,,22.38
2013-08-14,,22.5
2013-08-15,,22.245
2013-08-16,,22.285
2013-08-19,,22.175
2013-08-20,,21.825
2013-08-21,,21.67
2013-08-22,,21.93
2013-08-23,,22.08
2013-08-26,,22.0
2013-08-27,,21.415
2013-08-28,,21.305
2013-08-29,,21.405
2013-08-30,,21.04
2013-09-02,,21.505
2013-09-03,,21.355
2013-09-04,,21.36
2013-09-05,,21.53
2013-09-06,,21.565
2013-09-09,,21.81
2013-09-10,,22.22
2013-09-11,,22.235
2013-09-12,,22.125
2013-09-13,,22.19
2013-09-16,,22.465
2013-09-17,,22.39
2013-09-18,,22.5
2013-09-19,,22.33
2013-09-20,,22.24
2013-09-23,,22.15
2013-09-24,,22.27
2013-09-25,,22.275
2013-09-26,,22.205
2013-09-27,,22.17
2013-09-30,,21.965
2013-10-01,,22.275
2013-10-02,,22.23
2013-10-03,,22.16
2013-10-04,,22.265
2013-10-07,,22.2
2013-10-08,,22.005
2013-10-09,,21.98
2013-10-10,,22.575
2013-10-11,,22.615
2013-10-14,,22.69
2013-10-15,,22.955
2013-10-16,,23.16
2013-10-17,,23.29
2013-10-18,,23.53
2013-10-21,,23.435
2013-10-22,,23.63
2013-10-23,,23.575
2013-10-24,,23.685
2013-10-25,,23.55
2013-10-28,,23.425
2013-10-29,,23.61
2013-10-30,,23.52
2013-10-31,,23.755
2013-11-01,,23.745
2013-11-04,,23.86
2013-11-05,,23.585
2013-11-06,,23.74
2013-11-07,,23.7
2013-11-08,,23.78
2013-11-11,,23.9
2013-11-12,,23.765
2013-11-13,,23.63
2013-11-14,,23.915
2013-11-15,,23.925
2013-11-18,,24.045
2013-11-19,,23.88
2013-11-20,,23.89
2013-11-21,,23.915
2013-11-22,,23.95
2013-11-25,,23.995
2013-11-26,,23.91
2013-11-27,,24.08
2013-11-28,,24.2
2013-11-29,,24.215
2013-12-02,,24.11
2013-12-03,,23.615
2013-12-04,,23.51
2013-12-05,,23.245
2013-12-06,,23.44
2013-12-09,,23.53
2013-12-10,,23.44
2013-12-11,,23.265
2013-12-12,,22.985
2013-12-13,,23.09
2013-12-16,,23.43
2013-12-17,,23.245
