DATE,LR FP Equity_DX_SI_QTY,LR FP Equity_DX_SHORT_INTEREST_VALUE,LR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LR FP Equity_DX_SI_MV,LR FP Equity_DX_DSS,LR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LR FP Equity_DX_SUPPLY_SI_QTY,LR FP Equity_DX_BROKER_SI_QTY,LR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LR FP Equity_DX_BROKER_SI_MV_NEW_x,LR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LR FP Equity_DX_SUPPLY_SI_QTY_INC_x,LR FP Equity_DX_BROKER_SI_MV_INC_x,LR FP Equity_DX_SUPPLY_SI_MV_NEW,LR FP Equity_DX_BROKER_SI_QTY_ADD,LR FP Equity_DX_BROKER_SI_QTY_NEW,LR FP Equity_DX_SUPPLY_SI_MV_DEC,LR FP Equity_DX_BROKER_SI_QTY_INC,LR FP Equity_DX_SUPPLY_SI_QTY_DEC,LR FP Equity_DX_BROKER_SI_MV_NEW_y,LR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LR FP Equity_DX_BROKER_SI_MV_INC_y,LR FP Equity_DX_SUPPLY_SI_QTY_INC_y,LR FP Equity_DX_BROKER_SI_MV_ADD,LR FP Equity_DX_SUPPLY_SI_QTY_ADD,LR FP Equity_DX_BROKER_SI_QTY_DEC,LR FP Equity_DX_SUPPLY_SI_MV,LR FP Equity_DX_BROKER_SI_MV_DEC,LR FP Equity_DX_SUPPLY_SI_MV_RMV,LR FP Equity_DX_BROKER_SI_MV_RMV,LR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LR FP Equity_DX_UTILIZATION_QUANTITY,LR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LR FP Equity_DX_ACTIVE_UTILIZATION_MV,LR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LR FP Equity_DX_BROKER_SI_CON_RATIO,LR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LR FP Equity_DX_DEMAND_SUPPLY_RATIO,LR FP Equity_PX_LAST
2006-07-18,3323152.0,48107341.47,1.98,8.77,1.23,68.37,1.0,35371798.52,1174171.0,2443408.0,16997791.63,0.0,0.0,5138.0,0.0,0.0,0.0,0.0,0.31,304.0,11313.0,0.0,0.0,0.0,5138.0,0.0,0.0,807474.0,23.96,16.9,0.0,0.0,17.35,17.35,5592124.0,80953931.33,0.0,115.06,17.23,19.71,0.2105,37.43,0.4911,19.8
2006-07-19,3404242.0,50575488.94,2.03,9.38,1.26,70.8,1.0,37040435.65,1190841.0,2493196.0,17691857.93,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.47,175572.0,32182.0,0.0,0.0,3.68,0.0,0.0,48852.0,125784.0,24.45,2.06,0.0,0.0,17.57,17.57,5588249.0,83022424.82,0.0,116.29,17.37,18.54,0.193,35.1,0.5022,20.32
2006-07-20,3393647.0,53345904.94,2.03,9.47,1.26,73.08,1.0,39125573.22,1177565.0,2489008.0,18510549.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13276.0,0.0,0.0,0.0,0.0,0.0,0.0,4188.0,24.99,0.0,0.0,0.0,17.56,17.56,5528050.0,86897320.14,0.0,119.47,17.3,17.97,0.1972,36.06,0.5061,21.5
2006-07-21,3463311.0,52541873.47,2.07,10.08,1.28,73.74,1.0,38171527.84,1227638.0,2516086.0,18624489.82,0.0,0.0,50073.0,0.46,0.0,0.0,0.0,0.0,27078.0,0.0,0.0,0.0,0.46,50073.0,0.0,0.0,0.0,26.13,0.0,0.0,0.0,18.37,18.37,5456682.0,82783294.71,0.0,116.18,18.36,17.83,0.1886,34.48,0.5181,20.75
2006-07-24,3474407.0,53345273.61,2.08,10.02,1.29,74.26,1.0,38403898.13,1250303.0,2501267.0,19196874.64,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.93,10817.0,47985.0,0.0,0.0,0.24,0.0,0.0,70650.0,25636.0,26.55,0.46,0.0,0.0,18.64,18.64,5458826.0,83813602.31,0.0,117.25,18.46,17.64,0.1918,34.65,0.5179,21.0
2006-07-25,3462930.0,53700748.88,2.07,10.04,1.28,74.45,1.0,36426948.29,1390132.0,2349017.0,21557215.84,0.0,0.0,52622.0,2.08,0.0,0.0,0.0,0.43,95963.0,23053.0,0.0,0.0,2.08,52622.0,0.0,110259.0,248213.0,29.75,5.19,0.0,0.0,20.71,20.71,5322136.0,82532043.34,0.0,115.15,20.53,14.38,0.1713,32.38,0.5159,21.21
2006-07-26,3467893.0,53600227.49,2.07,10.4,1.29,74.15,1.0,36952051.95,1363484.0,2390769.0,21074194.79,0.0,15075.0,15114.0,3.29,0.32,0.0,0.0,0.91,156673.0,41779.0,0.0,15075.0,3.29,15114.0,0.0,0.0,114921.0,29.02,2.6,0.32,0.0,20.25,20.25,5368703.0,82979406.27,15057.0,116.53,19.94,14.38,0.1708,32.14,0.5151,21.14
2006-07-27,3295496.0,51803035.6,1.97,10.24,1.22,71.28,1.0,37108529.86,1380107.0,2360692.0,21694376.83,0.0,0.0,7753.0,0.24,0.0,0.0,0.0,0.12,9313.0,14606.0,0.0,0.0,0.24,7753.0,0.0,23476.0,39390.0,29.62,0.42,0.0,0.0,20.48,20.48,5359670.0,84250496.98,0.0,117.78,20.09,15.13,0.1781,33.37,0.489,21.5
2006-07-28,3312612.0,51636135.53,1.98,10.51,1.23,71.5,1.0,36943926.51,1391353.0,2370063.0,21688049.21,0.0,0.0,11246.0,0.17,0.0,0.0,0.0,0.0,9372.0,0.0,0.0,0.0,0.17,11246.0,0.0,0.0,0.0,29.91,0.0,0.0,0.0,20.56,20.56,5374447.0,83775484.02,0.0,117.49,20.29,15.24,0.1759,32.89,0.4896,21.32
2006-07-31,3175606.0,48525370.6,1.9,9.95,1.18,67.75,1.0,34058768.0,1398242.0,2228880.0,21366067.21,0.0,0.0,6889.0,0.12,0.0,0.0,0.0,0.0,7413.0,0.0,0.0,0.0,0.12,6889.0,0.0,0.0,148596.0,29.76,3.28,0.0,0.0,20.77,20.77,5332524.0,81484511.4,0.0,112.33,20.95,15.97,0.1791,34.1,0.4718,20.9
2006-08-01,3251260.0,49681414.0,1.94,10.12,1.21,68.86,1.0,34570089.6,1403588.0,2262342.0,21447757.64,0.0,0.0,66643.0,1.83,0.0,0.0,0.0,1.39,91084.0,61298.0,0.0,0.0,1.83,66643.0,0.0,0.0,57622.0,29.6,1.36,0.0,0.0,20.79,20.79,5346559.0,81698975.53,0.0,112.23,20.87,15.68,0.1932,36.33,0.4817,20.9
2006-08-02,3056631.0,46707353.51,1.83,9.37,1.13,64.81,1.0,31709274.11,1389284.0,2075124.0,21229183.02,0.0,0.0,2392.0,0.0,0.0,0.0,0.0,0.34,0.0,16695.0,0.0,0.0,0.0,2392.0,0.0,0.0,187218.0,29.34,3.96,0.0,0.0,20.54,20.54,5373675.0,82113326.03,0.0,112.7,20.65,16.62,0.2092,38.7,0.452,20.9
2006-08-03,3416312.0,53127695.4,2.04,10.03,1.27,73.18,1.0,35582849.98,1532378.0,2288112.0,23830291.73,0.0,0.0,96597.0,4.75,0.0,0.0,0.0,0.0,220892.0,8978.0,0.0,0.0,4.75,96597.0,0.0,55474.0,7904.0,32.68,0.13,0.0,0.0,22.69,22.69,5220967.0,81192216.77,0.0,110.73,22.79,14.81,0.1812,34.79,0.5059,21.27
2006-08-04,3651602.0,56866827.53,2.18,10.72,1.35,78.35,1.0,35189110.06,1799240.0,2259606.0,28019776.19,0.0,0.0,139351.0,3.29,0.0,0.0,0.0,0.0,154896.0,0.0,0.0,0.0,3.29,139351.0,0.0,127511.0,183402.0,38.51,3.89,0.0,0.0,26.6,26.6,4964386.0,77310967.2,0.0,105.73,26.7,15.29,0.1785,32.47,0.5399,21.3
2006-08-07,3680317.0,58524868.96,2.2,10.86,1.36,79.84,1.0,36483312.14,1827962.0,2294241.0,29068484.18,0.0,0.0,39314.0,0.69,0.0,0.0,0.0,0.75,42500.0,49988.0,0.0,0.0,0.69,39314.0,0.0,39396.0,7864.0,39.58,0.0,0.0,0.0,26.99,26.99,4945931.0,78650823.73,0.0,107.04,27.0,16.2,0.1797,32.6,0.5433,21.75
2006-08-08,3744621.0,59273658.01,2.24,11.3,1.39,81.27,1.0,38634175.08,1750387.0,2440719.0,27706900.23,0.0,0.0,19222.0,3.69,0.0,500.0,0.0,2.1,175374.0,96798.0,0.0,0.0,3.69,19222.0,0.01,0.0,29396.0,38.0,0.63,0.0,0.0,25.81,25.81,5032568.0,79660589.03,0.0,108.74,25.9,16.2,0.1782,33.09,0.5521,21.65
2006-08-09,3768531.0,58715329.55,2.25,11.86,1.4,81.26,1.0,36940776.4,1846860.0,2370973.0,28774871.04,0.0,0.0,144715.0,0.0,0.0,0.0,0.0,1.05,254.0,48242.0,0.0,0.0,0.0,144715.0,0.0,0.0,70000.0,39.82,1.49,0.0,0.0,27.16,27.16,4953929.0,77184338.88,0.0,105.89,27.33,18.79,0.1777,32.58,0.5541,21.31
2006-08-10,3596658.0,55879696.51,2.15,11.64,1.33,77.46,1.0,34785490.09,1942496.0,2238944.0,30179707.65,0.0,0.0,120852.0,0.0,0.0,0.0,0.0,0.57,0.0,25215.0,0.0,0.0,0.0,120852.0,0.0,0.0,132029.0,41.78,2.81,0.0,0.0,29.12,29.12,4727461.0,73448486.33,0.0,100.8,29.3,19.54,0.1865,34.17,0.5392,21.25
2006-08-11,3487002.0,55705695.22,2.08,11.48,1.29,75.76,1.0,33828897.49,1955136.0,2117583.0,31233767.61,0.0,0.0,19957.0,0.92,0.0,0.0,0.0,0.06,10018.0,7318.0,0.0,0.0,0.92,19957.0,0.0,0.0,131379.0,42.06,2.87,0.0,0.0,29.51,29.51,4669377.0,74594420.08,0.0,102.16,29.16,19.96,0.198,36.18,0.5264,21.85
2006-08-14,3879294.0,62114468.08,2.32,13.44,1.44,85.01,1.0,40130302.8,1977232.0,2506296.0,31659037.43,0.0,0.0,5754.0,8.53,0.0,0.0,0.0,0.01,388712.0,3657.0,0.0,0.0,8.53,5754.0,0.0,20000.0,0.0,43.28,0.0,0.0,0.0,29.72,29.72,4675730.0,74866839.64,0.0,101.83,29.83,18.1,0.1742,32.24,0.5831,21.9
2006-08-15,4338637.0,68993557.32,2.59,15.23,1.61,94.9,1.0,46980147.26,1986152.0,2954331.0,31584041.68,0.0,0.0,886.0,9.81,0.0,0.0,0.0,0.07,448035.0,2556.0,0.0,0.0,9.81,886.0,0.0,10590.0,0.0,43.33,0.0,0.0,0.0,29.81,29.81,4675990.0,74358187.62,0.0,101.46,29.93,16.15,0.1597,29.6,0.6512,21.75
2006-08-16,4336209.0,70223083.91,2.59,15.6,1.61,95.38,1.0,47783436.49,2044029.0,2950582.0,33102191.33,0.0,0.0,11530.0,0.0,0.0,0.0,0.0,0.05,0.0,4073.0,0.0,0.0,0.0,11530.0,0.0,50420.0,3749.0,44.54,0.05,0.0,0.0,30.53,30.53,4651792.0,75333818.07,0.0,103.34,30.12,16.12,0.1614,29.99,0.6476,22.15
2006-08-17,4540241.0,73693272.31,2.71,16.21,1.68,100.73,1.0,51181448.57,2042112.0,3153288.0,33145799.02,0.0,0.0,17254.0,4.59,0.0,0.0,0.0,0.33,202706.0,19170.0,0.0,0.0,4.59,17254.0,0.0,0.0,0.0,45.3,0.0,0.0,0.0,30.66,30.66,4617980.0,74955064.64,0.0,102.45,30.66,15.52,0.15,28.51,0.6817,22.2
2006-08-18,4969398.0,79859655.03,2.97,16.99,1.84,110.08,1.0,57555943.93,2043011.0,3581513.0,32831774.33,0.0,0.0,1141.0,9.48,0.0,0.0,0.0,0.02,428226.0,242.0,0.0,0.0,9.48,1141.0,0.0,0.0,0.0,45.32,0.0,0.0,0.0,30.74,30.74,4603997.0,73987555.87,0.0,101.27,30.92,14.63,0.1424,25.76,0.7476,21.98
2006-08-21,4316539.0,69178665.48,2.58,14.84,1.6,95.13,1.0,46950293.87,2040863.0,2929556.0,32707726.9,0.0,0.0,3037.0,0.05,0.0,0.0,0.0,0.16,2296.0,5185.0,0.0,0.0,0.05,3037.0,0.0,0.0,654253.0,44.75,14.53,0.0,0.0,30.65,30.65,4618368.0,74015903.7,0.0,101.51,30.6,16.28,0.1518,29.74,0.6482,21.92
2006-08-22,4349957.0,68696510.3,2.6,15.29,1.61,95.67,1.0,38878471.56,2496858.0,2461838.0,39431523.42,0.0,0.0,502465.0,0.0,0.0,0.0,0.0,0.99,0.0,46470.0,0.0,0.0,0.0,502465.0,0.0,0.0,467718.0,55.05,10.65,0.0,0.0,37.38,37.38,4182232.0,66047720.39,0.0,90.4,37.85,27.95,0.1849,28.4,0.6513,21.6
2006-08-23,4355553.0,67128952.47,2.6,16.1,1.62,94.11,1.0,38093009.16,2485410.0,2471603.0,38305806.35,0.0,0.0,489.0,0.03,0.0,0.0,0.0,0.5,9765.0,11937.0,0.0,0.0,0.03,489.0,0.0,0.0,0.0,53.69,0.0,0.0,0.0,37.04,37.03,4225122.0,65118714.88,0.0,88.88,37.66,27.74,0.183,28.19,0.6489,21.08
2006-08-24,4229686.0,65250905.67,2.53,15.67,1.57,90.5,1.0,36994163.3,2385740.0,2398031.0,36804551.38,0.0,0.0,3714.0,0.0,0.0,0.0,0.0,2.3,0.0,103384.0,0.0,0.0,0.0,3714.0,0.0,0.0,73572.0,50.7,1.73,0.0,0.0,36.22,36.21,4201265.0,64812457.99,0.0,88.52,36.41,25.91,0.1807,29.37,0.6421,21.1
2006-08-25,3851057.0,59269055.68,2.3,14.6,1.43,82.21,1.0,31058326.17,2387837.0,2018041.0,36749610.33,0.0,0.0,2097.0,8.26,0.0,0.0,0.0,0.0,388035.0,0.0,0.0,0.0,8.26,2097.0,0.0,0.0,768025.0,50.56,16.26,0.0,0.0,35.7,35.7,4300229.0,66181963.04,0.0,90.55,35.83,18.67,0.157,28.55,0.5758,21.05
2006-08-28,3770824.0,59109461.72,2.25,14.44,1.4,80.46,1.0,30382725.19,2371952.0,1938233.0,37181477.03,0.0,0.0,754.0,1.15,0.0,0.0,0.0,0.36,54766.0,16639.0,0.0,0.0,1.15,754.0,0.0,0.0,134574.0,50.07,2.83,0.0,0.0,35.47,35.47,4315521.0,67647846.56,0.0,92.74,35.06,19.03,0.1583,29.07,0.5639,21.44
2006-08-29,3764942.0,61714875.8,2.25,14.52,1.4,81.67,1.0,31725803.35,2365637.0,1935446.0,38777488.11,0.0,0.0,334.0,0.28,0.0,0.0,0.0,0.01,1333.0,6649.0,0.0,0.0,0.28,334.0,0.0,0.0,4120.0,50.83,0.08,0.0,0.0,35.14,35.14,4366328.0,71572786.57,0.0,98.38,34.07,19.1,0.1587,29.06,0.5593,22.42
2006-08-30,3733673.0,62512623.05,2.23,13.79,1.38,83.66,1.0,32527175.2,2188714.0,1942741.0,36645483.75,0.0,0.0,12867.0,0.7,0.0,0.0,0.0,4.11,7295.0,189790.0,0.0,0.0,0.7,12867.0,0.0,0.0,0.0,49.07,0.0,0.0,0.0,32.2,32.2,4608388.0,77157914.45,0.0,105.51,31.74,19.5,0.1651,29.9,0.5493,22.9
2006-08-31,3689027.0,61468429.89,3.98,13.32,1.37,84.07,1.0,31648911.47,2186711.0,1899409.0,36436082.41,0.0,0.0,1227.0,0.34,0.0,0.0,0.0,0.0,2581.0,3230.0,0.0,0.0,0.34,1227.0,0.0,0.0,45913.0,49.93,0.98,0.0,0.0,32.6,32.6,4521700.0,75342847.7,0.0,102.98,32.65,19.83,0.1674,30.35,0.5499,22.79
2006-09-01,3550723.0,58411084.85,3.83,13.18,1.32,80.82,1.0,31127624.31,2045439.0,1892202.0,33648445.96,0.0,0.0,135.0,9.5,0.0,0.0,0.0,3.17,416398.0,141407.0,0.0,0.0,9.5,135.0,0.0,0.0,423606.0,46.51,9.63,0.0,0.0,30.5,30.5,4661596.0,76685474.9,0.0,104.9,30.72,16.44,0.1703,31.37,0.5294,22.5
2006-09-04,3548561.0,56611281.02,3.83,13.48,1.32,79.8,1.0,30131360.83,2047264.0,1888722.0,32660629.93,0.0,0.0,2089.0,0.0,0.0,0.0,0.0,0.08,18.0,263.0,0.0,0.0,0.0,2089.0,0.0,0.0,3498.0,45.91,0.24,0.0,0.0,30.53,30.53,4659236.0,74330219.63,0.0,102.15,31.01,16.65,0.1707,31.38,0.5291,21.82
2006-09-05,3503850.0,54847663.81,3.78,12.46,1.3,77.61,1.0,28868450.35,2047319.0,1844212.0,32047794.35,0.0,0.0,2915.0,0.0,0.0,0.0,0.0,0.16,5411.0,2860.0,0.0,0.0,0.0,2915.0,0.0,0.0,49921.0,44.91,1.19,0.0,0.0,30.56,30.56,4651421.0,72811214.88,0.0,100.22,30.95,16.73,0.1723,31.6,0.5231,21.41
2006-09-06,3745524.0,57507943.83,4.04,12.81,1.39,81.4,1.0,27924207.69,2311324.0,1818719.0,35487555.48,0.0,25183.0,133220.0,0.0,0.53,0.0,0.0,0.52,0.0,15400.0,0.0,25183.0,0.0,133220.0,0.0,121001.0,25493.0,49.64,0.71,0.0,0.0,34.49,34.49,4390435.0,67409764.12,0.0,91.73,35.11,15.49,0.1731,33.13,0.5589,21.0
2006-09-07,3541473.0,54349097.23,3.82,11.51,1.31,76.25,1.0,26669841.69,2188397.0,1737849.0,33584161.54,0.0,0.0,6011.0,0.0,0.0,0.0,0.0,2.96,0.0,134918.0,0.0,0.0,0.0,6011.0,0.0,31163.0,80871.0,46.44,1.93,0.53,0.0,33.14,33.14,4414311.0,67744076.47,25183.0,92.48,33.43,15.0,0.1876,35.2,0.5364,20.99
2006-09-08,4100715.0,64850311.6,4.43,12.84,1.52,88.62,1.0,36363801.12,2185723.0,2299412.0,34565878.79,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.02,591563.0,2674.0,0.0,0.0,12.9,0.0,0.0,0.0,30000.0,46.47,0.68,0.0,0.0,32.65,32.65,4508056.0,71292161.57,0.0,96.18,32.57,17.21,0.1638,30.21,0.6126,21.63
2006-09-11,3925552.0,60415558.66,4.24,12.12,1.46,85.6,1.0,32685361.56,2396504.0,2123759.0,36882998.36,0.0,0.0,214601.0,0.46,0.0,0.0,0.0,0.01,14125.0,3821.0,0.0,0.0,0.46,214601.0,0.0,0.0,189778.0,51.77,3.96,0.0,0.0,35.7,35.7,4316589.0,66433748.91,0.0,90.63,36.36,18.38,0.1721,31.79,0.5848,21.05
2006-09-12,3930682.0,59603618.03,4.24,12.0,1.46,83.96,1.0,32166858.42,2405421.0,2121309.0,36475042.88,0.0,0.0,9436.0,0.0,0.0,0.0,0.0,0.15,0.0,518.0,0.0,0.0,0.0,9436.0,0.0,0.0,2449.0,50.25,0.42,0.0,0.0,35.83,35.83,4307557.0,65318431.28,0.0,89.58,35.94,18.23,0.1705,31.49,0.5855,20.74
2006-09-13,4196581.0,62991292.6,4.53,12.41,1.56,88.86,1.0,32158306.71,2650309.0,2142438.0,39781524.46,0.0,25183.0,226356.0,0.47,0.52,0.0,0.0,0.2,26698.0,6652.0,0.0,25183.0,0.47,226356.0,0.0,0.0,5569.0,55.17,0.22,0.0,0.0,39.82,39.82,4005931.0,60129608.31,0.0,82.04,40.21,16.96,0.1691,32.43,0.6305,20.53
2006-09-14,4168414.0,63086604.37,4.5,11.74,1.55,87.31,1.0,34281167.47,2514057.0,2265110.0,38048840.48,0.0,0.0,21495.0,2.17,0.0,0.0,0.0,3.23,122672.0,153023.0,0.0,0.0,2.17,21495.0,0.0,20460.0,0.0,51.76,0.0,0.52,0.0,39.18,39.18,3902354.0,59059935.73,25183.0,80.94,39.0,17.09,0.1721,32.13,0.6496,20.7
2006-09-15,4158619.0,64580232.88,4.49,11.01,1.54,88.24,1.0,35187928.79,2502713.0,2265913.0,38865255.12,0.0,0.0,1483.0,0.18,0.0,0.0,0.0,0.09,4342.0,12827.0,0.0,0.0,0.18,1483.0,0.0,0.0,3539.0,52.32,0.0,0.0,0.0,39.88,39.88,3772879.0,58589980.1,0.0,80.24,39.47,17.04,0.1714,32.02,0.6627,21.24
2006-09-18,4541253.0,70721467.21,4.9,10.74,1.68,97.2,1.0,41274103.33,2429863.0,2650343.0,37840542.35,0.0,0.0,2934.0,9.83,0.0,0.0,0.0,1.25,455302.0,75784.0,0.0,0.0,9.83,2934.0,0.0,0.0,70872.0,51.56,1.46,0.0,0.0,38.68,38.68,3852446.0,59994594.77,0.0,81.64,38.71,16.79,0.1648,29.41,0.7229,21.3
