DATE,RMS FP Equity_DX_SI_QTY,RMS FP Equity_DX_SHORT_INTEREST_VALUE,RMS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RMS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RMS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RMS FP Equity_DX_SI_MV,RMS FP Equity_DX_DSS,RMS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RMS FP Equity_DX_SUPPLY_SI_QTY,RMS FP Equity_DX_BROKER_SI_QTY,RMS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RMS FP Equity_DX_BROKER_SI_MV_NEW_x,RMS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RMS FP Equity_DX_SUPPLY_SI_QTY_INC_x,RMS FP Equity_DX_BROKER_SI_MV_INC_x,RMS FP Equity_DX_SUPPLY_SI_MV_NEW,RMS FP Equity_DX_BROKER_SI_QTY_ADD,RMS FP Equity_DX_BROKER_SI_QTY_NEW,RMS FP Equity_DX_SUPPLY_SI_MV_DEC,RMS FP Equity_DX_BROKER_SI_QTY_INC,RMS FP Equity_DX_SUPPLY_SI_QTY_DEC,RMS FP Equity_DX_BROKER_SI_MV_NEW_y,RMS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RMS FP Equity_DX_BROKER_SI_MV_INC_y,RMS FP Equity_DX_SUPPLY_SI_QTY_INC_y,RMS FP Equity_DX_BROKER_SI_MV_ADD,RMS FP Equity_DX_SUPPLY_SI_QTY_ADD,RMS FP Equity_DX_BROKER_SI_QTY_DEC,RMS FP Equity_DX_SUPPLY_SI_MV,RMS FP Equity_DX_BROKER_SI_MV_DEC,RMS FP Equity_DX_SUPPLY_SI_MV_RMV,RMS FP Equity_DX_BROKER_SI_MV_RMV,RMS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RMS FP Equity_DX_UTILIZATION_QUANTITY,RMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RMS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RMS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RMS FP Equity_DX_ACTIVE_UTILIZATION_MV,RMS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RMS FP Equity_DX_BROKER_SI_CON_RATIO,RMS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RMS FP Equity_DX_DEMAND_SUPPLY_RATIO,RMS FP Equity_PX_LAST
2006-07-17,4611806.0,254953013.78,7.12,33.6,4.24,320.14,1.0,132794922.22,2656443.0,2402107.0,146855298.94,0.0,0.0,287509.0,0.0,0.0,0.0,0.0,0.41,2029.0,6341.0,0.0,0.0,0.0,287509.0,0.0,0.0,464932.0,176.75,31.31,0.0,0.0,45.65,45.64,3162521.0,174832649.09,0.0,207.38,46.01,14.15,0.14,26.32,0.7924,63.8
2006-07-18,4123235.0,226871662.95,6.37,29.77,3.79,285.14,1.0,115352906.06,2644843.0,2096459.0,145526493.07,0.0,0.0,6661.0,0.0,0.0,0.0,0.0,1.39,266.0,18261.0,0.0,0.0,0.0,6661.0,0.0,0.0,305914.0,174.75,21.07,0.0,0.0,45.44,45.43,3175046.0,174699711.74,0.0,207.28,45.74,15.36,0.137,25.99,0.7083,63.5
2006-07-19,3770291.0,212025457.78,5.82,27.29,3.47,260.5,1.0,102972197.95,2348955.0,1831078.0,132095442.81,0.0,0.0,11862.0,0.09,0.0,0.0,0.0,21.26,2300.0,307751.0,0.0,0.0,0.09,11862.0,0.0,0.0,267682.0,154.0,18.25,0.0,0.0,40.68,40.68,3425145.0,192615884.71,0.0,223.92,40.75,16.02,0.139,26.28,0.653,64.9
2006-07-20,3792599.0,214430166.89,5.86,27.72,3.49,263.96,1.0,104527412.1,2345103.0,1848763.0,132590033.29,0.0,0.0,10109.0,1.16,0.0,0.0,0.0,0.37,18749.0,13961.0,0.0,0.0,1.16,10109.0,0.0,0.0,1063.0,155.98,0.03,0.0,0.0,40.69,40.69,3418503.0,193279112.5,0.0,226.57,40.77,16.05,0.138,25.96,0.658,65.25
2006-07-21,3851512.0,215424921.47,5.95,28.66,3.54,267.63,1.0,102623604.67,2331552.0,1834774.0,130409669.37,0.0,0.0,10411.0,0.63,0.0,0.0,0.0,1.75,9130.0,23962.0,0.0,0.0,0.63,10411.0,0.0,0.0,23119.0,154.92,1.48,0.0,0.0,40.49,40.49,3426753.0,191667063.72,0.0,226.39,40.63,15.64,0.1354,25.57,0.6689,64.55
2006-07-24,3855308.0,220314114.24,5.96,28.69,3.54,268.11,1.0,105099437.76,2323672.0,1839150.0,132787766.49,0.0,0.0,14.0,1.37,0.0,0.0,0.0,0.52,17873.0,7895.0,0.0,0.0,1.37,14.0,0.0,0.0,13497.0,154.37,0.89,0.0,0.0,40.31,40.31,3440823.0,196628095.99,0.0,228.18,40.35,15.65,0.134,25.3,0.6688,65.95
2006-07-25,3797376.0,217332594.49,5.87,28.43,3.49,267.35,1.0,103873263.11,2291466.0,1814941.0,131145888.89,0.0,0.0,4833.0,1.29,0.0,0.0,0.0,2.16,8615.0,37039.0,0.0,0.0,1.29,4833.0,0.0,0.0,32824.0,154.59,2.18,0.0,0.0,40.3,40.3,3393999.0,194246397.61,0.0,227.7,40.44,15.97,0.1348,25.05,0.6679,66.05
2006-07-26,3546833.0,197461446.41,5.48,27.69,3.26,247.95,1.0,96653438.98,2152092.0,1736104.0,119812576.21,0.0,0.0,4980.0,0.29,0.0,20000.0,0.0,10.33,8326.0,144354.0,0.0,0.0,0.29,4980.0,1.4,0.0,107164.0,143.13,7.59,0.0,0.0,37.89,37.89,3528168.0,196422317.16,0.0,234.03,37.95,16.7,0.1487,26.66,0.6244,64.25
2006-07-27,3538038.0,199271087.59,5.47,27.49,3.25,245.32,1.0,97373689.17,2148293.0,1728860.0,120997197.48,0.0,0.0,1228.0,0.04,0.0,0.0,0.0,0.69,1617.0,5027.0,0.0,0.0,0.04,1228.0,0.0,0.0,8861.0,141.63,0.92,0.0,0.0,37.81,37.81,3533375.0,199008455.85,0.0,232.97,37.81,16.91,0.1497,26.9,0.6227,65.0
2006-07-28,3491642.0,201044934.67,5.39,27.13,3.21,241.56,1.0,98536916.26,2100486.0,1711337.0,120943690.86,0.0,0.0,2608.0,0.37,0.0,0.0,0.0,3.07,6127.0,50415.0,0.0,0.0,0.37,2608.0,0.0,0.0,23650.0,139.48,3.49,0.0,0.0,36.76,36.76,3613242.0,208046529.92,0.0,240.41,36.72,17.18,0.1471,25.85,0.6111,66.45
2006-07-31,3490717.0,196303380.8,5.39,27.58,3.21,242.24,1.0,95977809.89,2100457.0,1706702.0,118120950.6,0.0,0.0,11962.0,0.71,0.0,0.0,0.0,0.26,21936.0,11991.0,0.0,0.0,0.71,11962.0,0.0,0.0,26570.0,140.48,1.3,0.0,0.0,37.26,37.26,3536125.0,198856937.54,0.0,235.53,37.36,17.11,0.1475,25.83,0.6193,64.9
2006-08-01,3494639.0,194252859.88,5.4,27.18,3.21,231.79,1.0,94511860.98,2113845.0,1700283.0,117500101.32,0.0,0.0,13388.0,0.0,0.0,0.0,0.0,0.0,9940.0,0.0,0.0,0.0,0.0,13388.0,0.0,0.0,16360.0,137.48,6.98,0.0,0.0,37.13,37.13,3579661.0,198978889.28,0.0,232.73,37.14,17.57,0.1445,24.51,0.6138,64.15
2006-08-02,3448331.0,193023375.37,5.33,27.09,3.17,224.15,1.0,94454266.09,2107165.0,1687410.0,117950423.19,0.0,0.0,31898.0,0.97,0.0,0.0,0.0,2.42,26649.0,38578.0,0.0,0.0,0.97,31898.0,0.0,0.0,39521.0,135.88,5.34,0.0,0.0,36.7,36.7,3634992.0,203471889.81,0.0,234.42,36.69,18.14,0.141,22.84,0.6005,64.6
2006-08-03,3440076.0,190474716.95,5.31,35.31,3.16,224.94,1.0,93414378.52,2101431.0,1687114.0,116354834.87,0.0,0.0,2339.0,0.22,0.0,0.0,0.0,0.4,532.0,8074.0,0.0,0.0,0.22,2339.0,0.0,0.0,829.0,136.57,0.03,0.0,0.0,36.71,36.7,3623564.0,200634325.31,0.0,234.22,36.83,18.27,0.1411,22.76,0.6008,63.9
2006-08-04,3374618.0,185534503.55,5.21,35.34,3.1,218.55,1.0,90354975.22,2073649.0,1643433.0,114007996.68,0.0,0.0,9670.0,0.27,0.0,0.0,0.0,2.97,6927.0,37452.0,0.0,0.0,0.27,9670.0,0.0,0.0,50608.0,132.99,3.62,0.0,0.0,36.11,36.11,3669198.0,201730337.88,0.0,235.0,36.14,18.26,0.1436,23.43,0.5876,63.45
2006-08-07,3495152.0,190344262.64,5.4,36.69,3.21,225.85,1.0,95853419.78,2072734.0,1760086.0,112880076.43,0.0,0.0,4251.0,8.39,0.0,0.0,0.0,0.36,131815.0,5166.0,0.0,0.0,8.39,4251.0,0.0,0.0,15162.0,132.77,1.17,0.0,0.0,36.52,36.52,3602768.0,196204977.19,0.0,230.32,36.57,17.63,0.1525,26.58,0.6158,62.85
2006-08-08,3291834.0,179414282.81,5.08,35.8,3.03,210.8,1.0,85584492.52,2059010.0,1570276.0,112221880.7,0.0,0.0,2406.0,0.32,0.0,0.0,0.0,1.57,7100.0,16131.0,0.0,0.0,0.32,2406.0,0.0,0.0,196909.0,130.55,13.35,0.0,0.0,35.74,35.74,3702115.0,201775760.14,0.0,235.03,35.71,18.67,0.1415,22.38,0.5714,62.9
2006-08-09,3265718.0,178273861.17,5.04,36.22,3.0,208.29,1.0,85699976.66,2013054.0,1569899.0,109891579.53,0.0,4800.0,2794.0,0.02,0.3,0.0,0.0,3.67,2293.0,53550.0,0.0,4800.0,0.02,2794.0,0.0,0.0,2671.0,126.95,0.16,0.0,0.0,34.68,34.68,3791964.0,207001358.88,0.0,239.47,34.65,18.79,0.1435,22.65,0.5626,63.0
2006-08-10,3226839.0,175033054.54,4.98,36.86,2.97,205.85,1.0,82818795.16,2018302.0,1526814.0,109478521.88,0.0,0.0,10147.0,0.05,0.0,0.0,0.0,0.0,578.0,99.0,0.0,0.0,0.05,10147.0,0.0,0.0,43663.0,127.32,2.79,0.3,0.0,34.89,34.89,3765690.0,204261886.99,4800.0,237.51,34.9,19.01,0.1425,21.89,0.5579,62.6
2006-08-11,3234462.0,174185350.82,5.0,37.32,2.97,206.37,1.0,82585075.0,2030898.0,1533529.0,109369867.57,0.0,0.0,12596.0,0.51,0.0,0.0,0.0,0.0,9492.0,0.0,0.0,0.0,0.51,12596.0,0.0,0.0,2777.0,128.19,0.2,0.0,0.0,35.01,35.01,3770539.0,203054683.75,0.0,236.73,35.13,19.13,0.1424,21.81,0.5575,62.15
2006-08-14,3228659.0,173872842.1,4.99,38.53,2.97,204.76,1.0,82568542.14,1990649.0,1533222.0,107202339.81,0.0,0.0,2462.0,0.0,0.0,0.0,0.0,2.88,0.0,42712.0,0.0,0.0,0.0,2462.0,0.0,0.0,307.0,124.55,0.22,0.0,0.0,34.65,34.65,3754859.0,202210269.34,0.0,235.19,34.62,19.17,0.1418,21.67,0.5619,62.15
2006-08-15,3182192.0,174679298.92,4.92,38.6,2.92,201.53,1.0,81657754.85,1989848.0,1487587.0,109228246.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,947.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,46581.0,124.3,2.98,0.0,0.0,34.19,34.19,3829790.0,210227739.93,0.0,241.27,34.0,19.45,0.1425,21.24,0.5468,63.35
2006-08-16,3164932.0,176200021.4,4.89,38.93,2.91,203.11,1.0,81043952.9,2005925.0,1455724.0,111675077.99,0.0,4800.0,11508.0,0.69,0.31,0.0,0.0,0.0,4437.0,342.0,0.0,4800.0,0.69,11508.0,0.0,111.0,36300.0,127.52,2.03,0.0,0.0,35.23,35.23,3688666.0,205357659.54,0.0,236.21,35.06,19.71,0.1405,20.08,0.5558,64.25
2006-08-17,3215651.0,183481857.71,4.97,42.88,2.96,209.33,1.0,84128829.18,2037811.0,1474418.0,116275475.15,0.0,0.0,36437.0,1.67,0.0,0.0,0.0,0.03,18694.0,2042.0,0.0,0.0,1.67,36437.0,0.0,2291.0,0.0,132.01,0.0,0.31,0.0,35.4,35.4,3719385.0,212224420.29,4800.0,242.86,35.22,19.75,0.1412,20.26,0.5585,65.85
2006-08-18,3244094.0,183277632.77,5.01,47.25,2.98,213.39,1.0,83738954.46,2058869.0,1482216.0,116317417.59,0.0,0.0,4207.0,0.96,0.0,0.0,0.0,0.04,7798.0,3149.0,0.0,0.0,0.96,4207.0,0.0,20000.0,0.0,135.01,0.0,0.0,0.0,35.76,35.76,3698825.0,208968016.97,0.0,241.64,35.84,19.38,0.1392,19.87,0.5634,65.2
2006-08-21,3233436.0,180013817.8,4.99,47.93,2.97,211.82,1.0,81794419.67,2060044.0,1469204.0,114688023.91,0.0,0.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,0.0,0.0,13012.0,134.29,1.0,0.0,0.0,35.32,35.32,3772739.0,210038222.79,0.0,244.24,35.48,19.35,0.1391,19.98,0.5544,64.25
2006-08-22,3266812.0,183994965.63,5.05,48.79,3.0,212.57,1.0,84032244.52,2078034.0,1491984.0,117040036.1,0.0,0.0,13990.0,1.45,0.0,0.0,0.0,0.0,26185.0,0.0,0.0,0.0,1.45,13990.0,0.0,4000.0,3405.0,134.45,0.45,0.0,0.0,35.74,35.73,3736177.0,210430768.19,0.0,241.88,35.73,19.77,0.1388,19.83,0.5617,65.0
2006-08-23,3288159.0,183487768.32,5.08,49.32,3.02,214.74,1.0,83725248.17,2094420.0,1500383.0,116874047.67,0.0,4800.0,14750.0,0.83,0.31,0.0,0.0,0.48,10881.0,7241.0,0.0,4800.0,0.83,14750.0,0.0,4076.0,2482.0,135.95,0.0,0.0,0.0,35.69,35.68,3774232.0,210611897.66,0.0,241.8,35.99,19.5,0.1373,19.77,0.5602,64.4
2006-08-24,3293677.0,185079973.61,5.09,49.8,3.03,214.23,1.0,84865354.44,2090160.0,1510261.0,117451334.07,0.0,0.0,1709.0,0.87,0.0,0.0,0.0,0.15,13135.0,1169.0,0.0,0.0,0.87,1709.0,0.0,0.0,3257.0,135.04,0.35,0.31,0.0,35.65,35.65,3772923.0,212010008.65,4800.0,241.59,35.86,19.64,0.137,19.69,0.5617,64.85
2006-08-25,3296220.0,187365001.51,5.09,49.96,3.03,215.97,1.0,85730478.67,2096885.0,1508214.0,119191941.43,0.0,0.0,7371.0,0.11,0.0,0.0,0.0,0.0,1975.0,646.0,0.0,0.0,0.11,7371.0,0.0,0.0,4022.0,136.79,0.01,0.0,0.0,35.74,35.74,3769381.0,214260600.55,0.0,244.33,35.89,19.56,0.1374,19.92,0.5619,65.6
2006-08-28,3387905.0,190668443.2,5.23,51.58,3.11,222.49,1.0,89984634.31,2107606.0,1598898.0,118614292.58,0.0,0.0,10942.0,6.18,0.0,0.0,0.0,0.0,92037.0,221.0,0.0,0.0,6.18,10942.0,0.0,0.0,1353.0,137.82,0.0,0.0,0.0,35.86,35.86,3770250.0,212186498.14,0.0,243.19,36.17,19.14,0.1369,20.62,0.5764,64.95
2006-08-29,3363223.0,192339304.49,5.36,51.74,3.15,220.51,1.0,90614457.36,2089329.0,1584474.0,119486601.6,0.0,0.0,1667.0,0.1,0.0,0.0,0.0,1.26,1075.0,19943.0,0.0,0.0,0.1,1667.0,0.0,0.0,15499.0,136.39,1.08,0.0,0.0,35.57,35.57,3784924.0,216455956.0,0.0,246.01,35.67,19.38,0.1371,20.42,0.5725,66.0
2006-08-30,3366773.0,193563383.17,5.37,51.74,3.15,222.7,1.0,92543506.03,2062569.0,1609669.0,118581749.84,0.0,4800.0,3750.0,3.32,0.32,0.0,0.0,3.11,51544.0,47945.0,0.0,4800.0,3.32,3750.0,0.0,12636.0,26349.0,136.22,1.35,0.0,0.0,35.09,35.09,3815817.0,219379936.83,0.0,252.43,35.05,19.34,0.1401,21.86,0.5727,66.35
2006-08-31,3362528.0,192882284.08,5.36,51.26,3.15,222.66,1.0,92257882.8,2052785.0,1608337.0,117752434.93,0.0,0.0,33355.0,0.17,0.0,0.0,0.0,2.33,1868.0,38340.0,0.0,0.0,0.17,33355.0,0.0,0.0,3200.0,136.09,0.62,0.32,0.0,34.95,34.95,3820538.0,219154783.5,4800.0,253.26,34.95,20.68,0.1433,21.88,0.5725,66.2
2006-09-01,3382883.0,196541470.54,5.39,49.48,3.17,223.92,1.0,94636858.16,2059498.0,1628895.0,119654379.27,0.0,0.0,6777.0,1.6,0.0,0.0,0.0,0.01,24371.0,64.0,0.0,0.0,1.6,6777.0,0.0,0.0,3813.0,136.46,0.29,0.0,0.0,35.08,35.08,3811545.0,221446221.85,0.0,253.65,34.98,20.53,0.1444,22.42,0.5762,67.05
2006-09-04,3369032.0,195590780.68,5.37,48.27,3.15,224.1,1.0,93712290.15,2063028.0,1614185.0,119770087.4,0.0,0.0,4162.0,0.42,0.0,0.0,0.0,0.01,3631.0,632.0,0.0,0.0,0.42,4162.0,0.0,0.0,18341.0,137.65,1.05,0.0,0.0,35.14,35.14,3807980.0,221074118.92,0.0,254.09,35.14,20.61,0.1434,21.87,0.5738,67.0
2006-09-05,3411193.0,197595088.22,5.44,48.17,3.19,227.15,1.0,94151483.91,2099137.0,1625389.0,121593577.59,0.0,0.0,35644.0,1.07,0.0,0.0,0.0,0.03,14469.0,629.0,0.0,0.0,1.07,35644.0,0.0,1093.0,3265.0,140.2,0.18,0.0,0.0,35.68,35.68,3784525.0,219220534.06,0.0,252.12,35.74,20.29,0.1414,21.81,0.5798,66.85
2006-09-06,3408031.0,196378357.46,5.43,48.34,3.19,226.6,1.0,93984916.53,2097588.0,1631053.0,120867705.16,0.0,4800.0,14437.0,0.38,0.32,0.0,0.0,1.25,6273.0,20785.0,0.0,4800.0,0.38,14437.0,0.0,0.0,609.0,139.77,0.1,0.0,0.0,35.58,35.58,3798491.0,218877534.69,0.0,253.02,35.58,20.33,0.1425,21.9,0.578,66.5
2006-09-07,3583731.0,204794667.75,5.71,53.57,3.36,237.73,1.0,103484730.04,2094472.0,1810894.0,119689981.57,0.0,0.0,6004.0,11.85,0.0,0.0,0.0,0.33,179841.0,4320.0,0.0,0.0,11.85,6004.0,0.0,0.0,0.0,139.17,0.0,0.32,0.0,35.48,35.48,3808374.0,217632039.91,4800.0,251.99,35.58,20.19,0.1461,20.8,0.6071,65.95
2006-09-08,3400595.0,192413940.88,5.42,52.85,3.18,224.52,1.0,92128197.42,2100714.0,1628212.0,118863510.47,0.0,0.0,6670.0,0.0,0.0,0.0,0.0,0.12,0.0,428.0,0.0,0.0,0.0,6670.0,0.0,0.0,182682.0,138.81,12.29,0.0,0.0,35.59,35.59,3801496.0,215097895.1,0.0,250.36,35.67,20.37,0.1431,22.11,0.5762,65.3
2006-09-11,3404871.0,190590663.46,5.43,53.65,3.19,222.37,1.0,91392721.1,2100692.0,1632716.0,117588091.3,0.0,0.0,755.0,0.0,0.0,0.0,0.0,0.29,7146.0,778.0,0.0,0.0,0.0,755.0,0.0,0.0,2642.0,136.68,0.32,0.0,0.0,35.56,35.56,3806205.0,213055688.81,0.0,247.7,35.56,20.19,0.1429,22.24,0.5764,64.6
2006-09-12,3403264.0,193449637.61,5.36,54.18,3.19,222.33,1.0,92037084.28,2107775.0,1619163.0,119810954.99,0.0,0.0,8177.0,0.38,0.0,0.0,0.0,0.07,6407.0,1093.0,0.0,0.0,0.38,8177.0,0.0,0.0,19960.0,137.51,1.44,0.0,0.0,35.71,35.7,3794740.0,215702066.56,0.0,248.15,35.65,20.48,0.143,22.12,0.5765,65.6
2006-09-13,3401100.0,193179278.08,5.35,54.11,3.18,223.24,1.0,91534295.63,2113976.0,1611546.0,120071846.63,0.0,4800.0,3238.0,0.49,0.31,0.0,0.0,0.11,5277.0,2111.0,0.0,4800.0,0.49,3238.0,0.0,274.0,12894.0,138.86,0.79,0.0,0.0,35.99,35.99,3759006.0,213508001.94,0.0,246.82,36.0,20.54,0.1424,21.72,0.5791,65.55
2006-09-14,3365637.0,197435108.84,5.3,54.13,3.15,222.37,1.0,89932240.36,2150424.0,1533057.0,126148243.71,0.0,0.0,38104.0,0.0,0.0,0.0,0.0,0.42,0.0,8752.0,0.0,0.0,0.0,38104.0,0.0,11896.0,78489.0,142.29,4.75,0.31,0.0,36.67,36.67,3713487.0,217840697.03,4800.0,248.01,36.46,20.71,0.1437,20.98,0.574,67.7
2006-09-15,3328855.0,195854292.35,5.24,51.1,3.12,223.99,1.0,87810851.93,2154775.0,1492485.0,126776904.61,0.0,0.0,5723.0,1.06,0.0,0.0,0.0,0.0,6167.0,1372.0,0.0,0.0,1.06,5723.0,0.0,0.0,46740.0,146.01,2.53,0.0,0.0,36.72,36.72,3712765.0,218441765.03,0.0,250.82,36.8,19.82,0.1433,21.16,0.5673,67.9
