DATE,FGR FP Equity_DX_SI_QTY,FGR FP Equity_DX_SHORT_INTEREST_VALUE,FGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FGR FP Equity_DX_SI_MV,FGR FP Equity_DX_DSS,FGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FGR FP Equity_DX_SUPPLY_SI_QTY,FGR FP Equity_DX_BROKER_SI_QTY,FGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FGR FP Equity_DX_BROKER_SI_MV_NEW_x,FGR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,FGR FP Equity_DX_BROKER_SI_MV_INC_x,FGR FP Equity_DX_SUPPLY_SI_MV_NEW,FGR FP Equity_DX_BROKER_SI_QTY_ADD,FGR FP Equity_DX_BROKER_SI_QTY_NEW,FGR FP Equity_DX_SUPPLY_SI_MV_DEC,FGR FP Equity_DX_BROKER_SI_QTY_INC,FGR FP Equity_DX_SUPPLY_SI_QTY_DEC,FGR FP Equity_DX_BROKER_SI_MV_NEW_y,FGR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FGR FP Equity_DX_BROKER_SI_MV_INC_y,FGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,FGR FP Equity_DX_BROKER_SI_MV_ADD,FGR FP Equity_DX_SUPPLY_SI_QTY_ADD,FGR FP Equity_DX_BROKER_SI_QTY_DEC,FGR FP Equity_DX_SUPPLY_SI_MV,FGR FP Equity_DX_BROKER_SI_MV_DEC,FGR FP Equity_DX_SUPPLY_SI_MV_RMV,FGR FP Equity_DX_BROKER_SI_MV_RMV,FGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FGR FP Equity_DX_UTILIZATION_QUANTITY,FGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FGR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FGR FP Equity_DX_ACTIVE_UTILIZATION_MV,FGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FGR FP Equity_DX_BROKER_SI_CON_RATIO,FGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FGR FP Equity_DX_DEMAND_SUPPLY_RATIO,FGR FP Equity_PX_LAST
2006-07-17,4191814.0,194998175.46,13.17,12.26,4.66,281.02,1.0,161794076.31,1912988.0,3478036.0,88989914.55,0.0,0.0,24996.0,13.01,0.0,0.0,0.0,0.98,221536.0,4411.0,0.0,0.0,13.01,24996.0,0.0,0.0,67100.0,126.92,7.5,0.0,0.0,42.71,42.71,2565964.0,119365577.36,0.0,169.87,42.76,19.37,0.1543,22.71,0.9359,62.9
2006-07-18,3614503.0,164667237.71,11.35,10.6,4.02,237.87,1.0,130757842.04,2018086.0,2870180.0,91938683.43,0.0,0.0,85822.0,6.87,0.0,0.0,0.0,0.55,127099.0,4424.0,0.0,0.0,6.87,85822.0,0.0,23700.0,734955.0,130.8,50.54,0.0,0.0,44.47,44.47,2519824.0,114796545.36,0.0,164.59,44.28,18.53,0.16,26.49,0.7965,61.6
2006-07-19,4327025.0,203528118.88,13.59,12.62,4.81,281.55,1.0,168810006.59,1937909.0,3588915.0,91152460.02,0.0,0.0,43109.0,56.81,0.0,0.0,0.0,8.91,878492.0,123286.0,0.0,0.0,56.81,43109.0,0.0,0.0,159756.0,124.16,11.98,0.0,0.0,43.63,43.63,2504252.0,117791253.52,0.0,160.19,43.66,20.97,0.1688,27.1,0.9741,63.6
2006-07-20,4349403.0,204419867.83,13.66,12.74,4.84,285.58,1.0,169676363.19,1937720.0,3610172.0,91071916.38,0.0,0.0,9942.0,2.19,0.0,0.0,0.0,0.0,22509.0,10132.0,0.0,0.0,2.19,9942.0,0.0,0.0,1252.0,126.01,0.04,0.0,0.0,44.02,44.02,2464182.0,115815379.43,0.0,159.41,44.15,20.7,0.1695,27.53,0.9881,63.55
2006-07-21,4290568.0,203082575.23,13.48,12.32,4.77,282.47,1.0,168484914.85,1926900.0,3559616.0,91204664.33,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.47,785.0,10820.0,0.0,0.0,0.06,0.0,0.0,0.0,51341.0,125.59,3.07,0.0,0.0,43.8,43.8,2472228.0,117016308.52,0.0,159.99,43.98,21.08,0.171,27.84,0.9753,64.0
2006-07-24,4040365.0,196917318.65,12.69,11.81,4.5,270.36,1.0,161735271.74,1848966.0,3318497.0,90113993.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,77934.0,0.0,0.0,0.0,0.0,0.0,0.0,241119.0,122.69,12.7,0.0,0.0,42.36,42.36,2515939.0,122620595.36,0.0,164.94,42.66,16.73,0.169,29.42,0.9256,65.9
2006-07-25,3940988.0,190762349.15,12.38,11.15,4.39,265.94,1.0,155824416.21,1843587.0,3219200.0,89238279.08,0.0,0.0,8566.0,2.14,0.0,0.0,0.0,0.34,22514.0,13944.0,0.0,0.0,2.14,8566.0,0.0,0.0,121811.0,123.62,7.93,0.0,0.0,42.87,42.87,2457280.0,118943905.77,0.0,162.12,43.26,15.67,0.1716,30.84,0.9163,65.45
2006-07-26,4213447.0,202860000.65,13.24,12.01,4.69,285.4,1.0,142034455.58,2180070.0,2950087.0,104961330.15,0.0,0.0,574157.0,2.68,0.0,0.0,0.0,15.87,21000.0,237675.0,0.0,0.0,2.68,574157.0,0.0,0.0,290113.0,146.24,19.51,0.0,0.0,52.48,52.48,1973894.0,95034810.72,0.0,130.76,52.79,15.57,0.1574,28.47,1.0143,65.1
2006-07-27,3723016.0,184479283.81,11.7,10.71,4.14,253.57,1.0,121278379.86,2150929.0,2447545.0,106580751.05,0.0,0.0,20689.0,5.55,0.0,0.0,0.0,2.69,88238.0,49830.0,0.0,0.0,5.55,20689.0,0.0,0.0,590780.0,145.38,38.81,0.0,0.0,51.68,51.68,2011335.0,99663724.33,0.0,133.99,52.04,17.79,0.1389,19.87,0.8945,67.0
2006-07-28,4174934.0,206563522.34,13.12,12.15,4.65,287.29,1.0,144070265.93,2141984.0,2911859.0,105979102.86,0.0,0.0,6553.0,30.46,0.0,28000.0,0.0,0.13,436350.0,16135.0,0.0,0.0,30.46,6553.0,1.91,637.0,35.0,146.48,0.0,0.0,0.0,51.72,51.72,1999874.0,98947915.75,0.0,134.53,52.13,15.52,0.1602,28.94,1.008,66.9
2006-07-31,4214292.0,207575814.86,13.24,12.83,4.69,289.93,1.0,146267270.59,2107921.0,2969580.0,103826080.22,0.0,0.0,2931.0,4.06,0.0,0.0,0.0,2.51,59093.0,36993.0,0.0,0.0,4.06,2931.0,0.0,0.0,1372.0,144.08,0.11,0.0,0.0,50.86,50.86,2036811.0,100323542.61,0.0,137.07,51.25,15.39,0.1589,28.61,1.0168,66.6
2006-08-01,4248070.0,209553730.68,13.35,13.23,4.73,291.12,1.0,148596650.02,2099992.0,3012349.0,103590844.31,0.0,0.0,5272.0,3.81,0.0,0.0,0.0,1.03,58663.0,13201.0,0.0,0.0,3.81,5272.0,0.0,0.0,15894.0,142.92,1.4,0.0,0.0,50.56,50.56,2053503.0,101297580.93,0.0,137.75,50.92,15.89,0.1595,28.35,1.0228,66.7
2006-08-02,4112722.0,206222927.04,12.92,12.97,4.58,283.93,1.0,149192992.91,1932991.0,2975369.0,96925360.37,0.0,0.0,36593.0,1.0,0.0,0.0,0.0,16.35,15000.0,242987.0,0.0,0.0,1.0,36593.0,0.0,39393.0,51979.0,132.59,2.94,0.0,0.0,48.44,48.44,2057892.0,103188231.97,0.0,140.13,48.62,16.38,0.1587,27.69,1.0305,67.8
2006-08-03,4081728.0,200744476.52,12.82,13.24,4.54,283.19,1.0,144752314.36,1953430.0,2943242.0,96072125.03,0.0,0.0,22215.0,3.96,0.0,0.0,0.0,0.11,51976.0,1777.0,0.0,0.0,3.96,22215.0,0.0,0.0,84103.0,134.49,5.31,0.0,0.0,48.3,48.3,2090727.0,102824562.82,0.0,142.91,48.48,16.14,0.1651,29.13,1.0093,66.5
2006-08-04,3658174.0,181266295.81,11.49,12.09,4.07,253.2,1.0,125244147.14,1944561.0,2527579.0,96355003.74,0.0,0.0,9098.0,0.19,0.0,0.0,0.0,1.31,6234.0,17967.0,0.0,0.0,0.19,9098.0,0.0,0.0,421897.0,133.39,29.3,0.0,0.0,47.97,47.97,2109018.0,104504017.76,0.0,143.85,48.11,17.94,0.157,24.56,0.9025,67.0
2006-08-07,3658071.0,179502687.95,11.49,12.28,4.07,254.16,1.0,123963288.69,1946146.0,2526238.0,95497992.84,0.0,0.0,3377.0,0.42,0.0,0.0,0.0,0.0,3959.0,1792.0,0.0,0.0,0.42,3377.0,0.0,0.0,5300.0,133.99,0.08,0.0,0.0,48.43,48.43,2072493.0,101697879.64,0.0,141.51,48.64,17.96,0.1572,24.65,0.9103,66.35
2006-08-08,3666464.0,180999174.34,11.52,12.55,4.08,253.91,1.0,125150914.84,1945623.0,2535157.0,96047896.98,0.0,0.0,5272.0,0.0,0.0,28000.0,0.0,0.48,0.0,5796.0,0.0,0.0,0.0,5272.0,1.96,0.0,19082.0,133.53,1.77,0.0,0.0,48.39,48.39,2075385.0,102453746.01,0.0,141.63,48.53,17.98,0.1552,24.44,0.9118,66.75
2006-08-09,3661389.0,180477856.69,11.5,12.85,4.07,253.73,1.0,123446160.14,1951780.0,2504376.0,96207496.97,0.0,0.0,51733.0,0.34,0.0,0.0,0.0,5.79,4618.0,84187.0,0.0,0.0,0.34,51733.0,0.0,38612.0,35398.0,133.95,2.44,0.0,0.0,47.78,47.78,2132879.0,105134262.03,0.0,145.25,47.98,17.69,0.1544,24.58,0.8964,66.65
2006-08-10,3642008.0,177233040.33,11.44,12.93,4.05,252.55,1.0,121849345.46,1932171.0,2503914.0,94026301.09,0.0,0.0,4449.0,0.13,0.0,0.0,0.0,1.58,1000.0,24058.0,0.0,0.0,0.13,4449.0,0.0,0.0,1462.0,132.6,0.09,0.0,0.0,47.35,47.35,2148812.0,104568821.34,0.0,145.88,47.61,17.78,0.1558,24.67,0.8924,65.8
2006-08-11,3649770.0,180175056.0,11.47,13.62,4.06,251.78,1.0,123431590.92,1944530.0,2500329.0,95993939.79,0.0,0.0,14441.0,0.21,0.0,0.0,0.0,0.22,3312.0,2082.0,0.0,0.0,0.21,14441.0,0.0,0.0,6897.0,132.63,0.73,0.0,0.0,47.08,47.08,2186148.0,107921687.76,0.0,148.59,47.16,17.89,0.1555,24.44,0.8836,66.75
2006-08-14,3997239.0,197328259.22,12.56,15.48,4.45,276.98,1.0,141903166.27,1862196.0,2874504.0,91929428.04,0.0,0.0,3829.0,26.85,0.0,0.0,0.0,5.33,384663.0,86164.0,0.0,0.0,26.85,3829.0,0.0,0.0,10488.0,127.81,0.49,0.0,0.0,45.28,45.28,2250323.0,111089759.78,0.0,153.25,45.48,16.14,0.1796,31.96,0.972,66.75
2006-08-15,3989041.0,198398638.42,12.53,15.77,4.44,276.07,1.0,142776020.64,1856025.0,2870682.0,92311117.6,0.0,0.0,282.0,0.67,0.0,0.0,0.0,0.54,11177.0,6453.0,0.0,0.0,0.67,282.0,0.0,0.0,15000.0,127.19,1.06,0.0,0.0,45.15,45.15,2254803.0,112144709.75,0.0,153.75,45.27,16.2,0.1801,32.07,0.9704,67.25
2006-08-16,3937366.0,195828534.57,12.37,15.71,4.38,273.23,1.0,140289174.72,1846594.0,2820681.0,91842058.11,0.0,0.0,4706.0,0.79,0.0,0.0,0.0,2.17,8160.0,32399.0,0.0,0.0,0.79,4706.0,0.0,18262.0,58161.0,126.98,3.96,0.0,0.0,45.05,45.05,2252628.0,112036534.11,0.0,154.02,45.19,16.45,0.183,32.65,0.9605,67.25
2006-08-17,3946246.0,195832412.2,12.4,15.95,4.39,273.87,1.0,140567643.05,1830974.0,2832598.0,90862063.61,0.0,0.0,2554.0,1.55,0.0,0.0,0.0,1.18,22627.0,18174.0,0.0,0.0,1.55,2554.0,0.0,0.0,10710.0,126.03,0.71,0.0,0.0,44.69,44.69,2265753.0,112437966.47,0.0,154.72,44.89,16.36,0.1824,32.56,0.9633,67.1
2006-08-18,4041356.0,200402802.04,12.7,16.45,4.5,280.09,1.0,145139989.68,1831656.0,2926917.0,90828176.18,0.0,0.0,2013.0,7.16,0.0,0.0,0.0,0.22,105013.0,1330.0,0.0,0.0,7.16,2013.0,0.0,0.0,10694.0,125.87,0.79,0.0,0.0,44.83,44.83,2253880.0,111765424.15,0.0,153.82,45.0,15.95,0.1913,34.52,0.9892,67.05
2006-08-21,3937042.0,196831518.23,12.37,16.53,4.38,272.67,1.0,140991707.14,1833747.0,2820129.0,91677763.68,0.0,0.0,2578.0,0.0,0.0,0.0,0.0,0.04,0.0,488.0,0.0,0.0,0.0,2578.0,0.0,0.0,106788.0,125.9,7.45,0.0,0.0,44.81,44.81,2258179.0,112897144.86,0.0,154.32,44.93,16.45,0.183,32.63,0.9621,67.6
2006-08-22,3901750.0,193912859.51,12.26,16.61,4.34,272.06,1.0,138834748.96,1813507.0,2793515.0,90129385.05,0.0,0.0,477.0,0.67,0.0,0.0,0.0,0.76,1754.0,20717.0,0.0,0.0,0.67,477.0,0.0,0.0,28368.0,125.53,1.54,0.0,0.0,44.36,44.36,2274587.0,113044574.71,0.0,155.97,44.59,16.41,0.1848,32.99,0.9544,67.2
2006-08-23,4063294.0,201340409.77,12.76,17.9,4.52,255.76,1.0,143615984.95,1898076.0,2898345.0,94051624.03,0.0,0.0,92511.0,0.0,0.0,0.0,0.0,1.85,142859.0,17149.0,0.0,0.0,0.0,92511.0,0.0,9207.0,38028.0,106.45,3.92,0.0,0.0,45.12,45.12,2308979.0,114412291.61,0.0,136.68,43.78,17.12,0.1926,35.05,0.9658,67.0
2006-08-24,4049534.0,199310880.64,12.72,18.46,4.51,254.41,1.0,142429819.52,1888589.0,2893843.0,92953000.71,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.75,0.0,10574.0,0.0,0.0,0.0,87.0,0.0,1000.0,4502.0,105.63,0.51,0.0,0.0,44.98,44.98,2310226.0,113705225.97,0.0,136.16,43.69,17.21,0.1937,35.15,0.9644,66.55
2006-08-25,4161844.0,206069765.69,13.07,19.45,4.63,261.0,1.0,148704566.03,1890286.0,3003280.0,93595721.78,0.0,0.0,1538.0,7.06,0.0,0.0,0.0,0.29,116435.0,4341.0,0.0,0.0,7.06,1538.0,0.0,4500.0,6998.0,105.63,0.56,0.0,0.0,45.15,45.15,2296346.0,113701398.26,0.0,135.44,43.82,16.74,0.2032,36.95,0.994,66.95
2006-08-28,4130582.0,207729444.36,12.98,20.22,4.6,259.11,1.0,150116433.19,1880410.0,2984980.0,94566945.89,0.0,0.0,3795.0,0.53,0.0,0.0,0.0,0.93,8040.0,13671.0,0.0,0.0,0.53,3795.0,0.0,0.0,26340.0,105.11,1.7,0.0,0.0,44.82,44.82,2315440.0,116444865.31,0.0,137.26,43.37,16.88,0.2063,37.47,0.9844,68.0
2006-08-29,4146542.0,203932109.92,13.03,20.94,4.61,260.81,1.0,147356658.16,1879774.0,2996196.0,92449631.04,0.0,0.0,3788.0,1.4,0.0,600.0,0.0,0.85,19820.0,14358.0,0.0,0.0,1.4,3788.0,0.04,9934.0,9204.0,105.15,0.48,0.0,0.0,44.74,44.74,2321435.0,114171070.16,0.0,137.11,43.4,16.77,0.2084,37.79,0.987,66.5
2006-08-30,3945214.0,197385963.14,12.39,20.92,4.39,271.12,1.0,142229060.01,1785773.0,2842776.0,89345349.47,0.0,800000.0,0.0,1.87,54.11,0.0,0.0,38.43,17000.0,894001.0,0.0,800000.0,1.87,0.0,0.0,0.0,170419.0,121.03,2.0,0.0,0.0,44.4,44.39,2236494.0,111895710.15,0.0,151.49,44.41,16.72,0.2001,35.42,0.9808,67.65
2006-08-31,3052213.0,152481827.97,9.59,16.67,3.4,210.47,1.0,97400262.82,1789012.0,1949651.0,89375092.77,0.0,0.0,3615.0,1.39,0.0,0.0,0.0,0.0,17508.0,376.0,0.0,0.0,1.39,3615.0,0.0,0.0,910633.0,121.61,62.4,0.0,0.0,44.4,44.39,2240579.0,111934383.88,0.0,152.4,44.38,21.18,0.1512,22.06,0.7574,67.55
2006-09-01,2916561.0,146783450.38,9.16,17.71,3.25,201.19,1.0,92224329.93,1770040.0,1832481.0,89081825.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,18973.0,0.0,0.0,0.0,0.0,0.0,0.0,117170.0,120.39,8.05,0.0,0.0,43.9,43.9,2262160.0,113849033.2,0.0,154.01,43.87,22.13,0.1532,22.67,0.7233,68.05
2006-09-04,2861662.0,143703057.8,8.99,18.18,3.18,197.69,1.0,88693035.83,1777701.0,1766208.0,89270175.71,0.0,0.0,23708.0,0.14,0.0,0.0,0.0,3.39,1727.0,50072.0,0.0,0.0,0.14,23708.0,0.0,34025.0,68000.0,120.95,4.38,0.0,0.0,44.64,44.64,2204682.0,110711727.97,0.0,149.95,44.65,22.57,0.1553,23.54,0.7186,67.9
2006-09-05,2834779.0,143296513.66,8.91,20.24,3.15,195.92,1.0,88567991.14,1765672.0,1752106.0,89253744.95,0.0,0.0,1481.0,0.0,0.0,0.0,0.0,0.97,0.0,14511.0,0.0,0.0,0.0,1481.0,0.0,1000.0,14102.0,120.14,0.9,0.0,0.0,43.71,43.71,2273844.0,114941559.05,0.0,154.83,43.69,22.79,0.1572,23.63,0.7018,68.35
2006-09-06,2850543.0,144936642.9,8.95,20.54,3.17,199.03,1.0,89778468.23,1767864.0,1765719.0,89887531.35,0.0,0.0,19926.0,1.17,0.0,1.0,0.0,0.99,15473.0,17734.0,0.0,0.0,1.17,19926.0,0.0,0.0,1861.0,122.12,0.0,0.0,0.0,45.06,45.06,2155913.0,109617989.49,0.0,148.87,45.07,22.48,0.1568,23.66,0.7265,68.75
2006-09-07,3002147.0,151867888.21,9.43,22.31,3.34,210.25,1.0,92409664.95,1814234.0,1826768.0,91775614.69,0.0,0.0,52938.0,4.86,0.0,0.0,0.0,0.38,68751.0,6567.0,0.0,0.0,4.86,52938.0,0.0,0.0,7702.0,125.73,0.42,0.0,0.0,46.62,46.62,2077502.0,105093401.99,0.0,143.64,46.68,21.18,0.1468,22.32,0.7714,68.4
2006-09-08,2997414.0,151628462.66,9.42,21.95,3.34,209.64,1.0,92191435.11,1813160.0,1822454.0,91721284.86,0.0,0.0,49.0,0.67,0.0,0.0,0.0,0.11,9913.0,1123.0,0.0,0.0,0.67,49.0,0.0,0.0,14227.0,125.45,1.02,0.0,0.0,46.61,46.61,2077248.0,105080553.04,0.0,143.28,46.68,21.59,0.1477,22.35,0.7705,68.4
2006-09-11,2969626.0,149344271.33,9.33,22.53,3.3,207.28,1.0,90485260.26,1807706.0,1799248.0,90910618.15,0.0,0.0,611.0,0.03,0.0,0.0,0.0,0.43,1115.0,6066.0,0.0,0.0,0.03,611.0,0.0,0.0,24321.0,124.67,1.66,0.0,0.0,46.62,46.62,2069451.0,104073931.07,0.0,142.46,46.67,21.72,0.148,22.39,0.7659,68.0
2006-09-12,2960640.0,147797563.24,9.3,22.48,3.29,206.88,1.0,89592837.68,1802231.0,1794699.0,89968841.26,0.0,0.0,1567.0,0.0,0.0,0.0,0.0,0.46,0.0,7042.0,0.0,0.0,0.0,1567.0,0.0,0.0,4548.0,124.55,0.28,0.0,0.0,46.49,46.49,2074081.0,103539814.96,0.0,142.84,46.58,21.76,0.1483,22.39,0.7638,67.5
2006-09-13,3866526.0,197595423.11,12.15,29.46,4.3,267.39,1.0,138296650.93,1803781.0,2706174.0,92180647.41,0.0,0.0,14767.0,62.47,0.0,0.0,0.0,2.66,911475.0,36405.0,0.0,0.0,62.47,14767.0,0.0,23188.0,0.0,122.92,0.0,0.0,0.0,46.23,46.23,2098322.0,107232907.12,0.0,144.07,46.04,16.51,0.1916,34.23,0.9909,69.1
2006-09-14,3839771.0,199919833.76,12.06,27.92,4.27,267.41,1.0,139661495.64,1803472.0,2682416.0,93898782.62,0.0,0.0,12370.0,2.0,0.0,0.0,0.0,1.0,20090.0,17673.0,0.0,0.0,2.0,12370.0,0.0,4994.0,43848.0,123.86,2.75,0.0,0.0,46.76,46.76,2053067.0,106894086.48,0.0,142.59,46.48,16.57,0.1973,35.01,0.9957,70.4
2006-09-15,3868147.0,200252943.6,12.15,27.53,4.3,271.27,1.0,140137254.77,1809269.0,2706934.0,93665375.96,0.0,120704.0,14459.0,3.13,8.45,0.0,0.0,9.55,33156.0,140566.0,0.0,120704.0,3.13,14459.0,0.0,11200.0,8638.0,125.09,0.33,0.0,0.0,47.11,47.11,2031264.0,105157998.19,0.0,141.22,46.97,16.39,0.1975,35.17,1.0072,70.0
