DATE,PARP FP Equity_DX_SI_QTY,PARP FP Equity_DX_SHORT_INTEREST_VALUE,PARP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PARP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PARP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PARP FP Equity_DX_SI_MV,PARP FP Equity_DX_DSS,PARP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PARP FP Equity_DX_SUPPLY_SI_QTY,PARP FP Equity_DX_BROKER_SI_QTY,PARP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PARP FP Equity_DX_BROKER_SI_MV_NEW_x,PARP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PARP FP Equity_DX_SUPPLY_SI_QTY_INC_x,PARP FP Equity_DX_BROKER_SI_MV_INC_x,PARP FP Equity_DX_SUPPLY_SI_MV_NEW,PARP FP Equity_DX_BROKER_SI_QTY_ADD,PARP FP Equity_DX_BROKER_SI_QTY_NEW,PARP FP Equity_DX_SUPPLY_SI_MV_DEC,PARP FP Equity_DX_BROKER_SI_QTY_INC,PARP FP Equity_DX_SUPPLY_SI_QTY_DEC,PARP FP Equity_DX_BROKER_SI_MV_NEW_y,PARP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PARP FP Equity_DX_BROKER_SI_MV_INC_y,PARP FP Equity_DX_SUPPLY_SI_QTY_INC_y,PARP FP Equity_DX_BROKER_SI_MV_ADD,PARP FP Equity_DX_SUPPLY_SI_QTY_ADD,PARP FP Equity_DX_BROKER_SI_QTY_DEC,PARP FP Equity_DX_SUPPLY_SI_MV,PARP FP Equity_DX_BROKER_SI_MV_DEC,PARP FP Equity_DX_SUPPLY_SI_MV_RMV,PARP FP Equity_DX_BROKER_SI_MV_RMV,PARP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PARP FP Equity_DX_UTILIZATION_QUANTITY,PARP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PARP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PARP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PARP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PARP FP Equity_DX_ACTIVE_UTILIZATION_MV,PARP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PARP FP Equity_DX_BROKER_SI_CON_RATIO,PARP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PARP FP Equity_DX_DEMAND_SUPPLY_RATIO,PARP FP Equity_PX_LAST
2006-07-17,25781.0,421519.4,0.25,2.96,0.06,0.42,0.0,410908.2,2036.0,25132.0,33288.6,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.64,15.61,2853.0,46646.55,0.0,0.0,0.0,32.76,0.3405,39.57,1.9772,16.35
2006-07-18,25781.0,412496.0,0.25,2.96,0.06,0.42,0.0,402112.0,2048.0,25132.0,32768.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.44,15.65,2894.0,46304.0,0.0,0.0,0.0,32.27,0.3407,39.88,1.9691,16.0
2006-07-19,25765.0,416362.4,0.25,2.95,0.06,0.41,0.0,406133.1,2011.0,25132.0,32497.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,40.84,15.38,2913.0,47074.08,0.0,0.0,0.0,32.43,0.3404,39.67,1.9706,16.16
2006-07-20,25774.0,409806.6,0.25,3.09,0.06,0.41,0.0,399598.8,2033.0,25132.0,32324.7,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.31,15.55,2889.0,45935.1,0.0,0.0,0.0,32.21,0.3406,39.85,1.9718,15.9
2006-07-21,25766.0,407618.1,0.25,3.16,0.06,0.41,0.0,397588.2,2011.0,25132.0,31814.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.09,15.42,2884.0,45624.88,0.0,0.0,0.0,32.18,0.3404,39.79,1.9752,15.82
2006-07-24,25764.0,418665.0,0.25,3.27,0.06,0.41,0.0,408395.0,1992.0,25132.0,32370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,40.72,15.28,2901.0,47141.25,0.0,0.0,0.0,32.83,0.3401,39.38,1.9753,16.25
2006-07-25,25778.0,414768.0,0.25,3.24,0.06,0.42,0.0,404373.9,2036.0,25132.0,32759.24,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.29,15.56,2894.0,46564.46,0.0,0.0,0.0,32.5,0.3405,39.71,1.9708,16.09
2006-07-26,25768.0,410226.6,0.25,3.35,0.06,0.41,0.0,400101.4,2027.0,25132.0,32269.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.1,15.5,2905.0,46247.6,0.0,0.0,0.0,32.02,0.3407,39.94,1.9697,15.92
2006-07-27,23244.0,379807.0,0.22,3.15,0.05,0.38,0.0,369480.1,1994.0,22612.0,32581.96,0.0,0.0,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.02,0.0,4000.0,0.03,0.06,0.0,0.0,40.82,15.3,2891.0,47238.94,0.0,0.0,0.0,36.65,0.3469,43.72,1.7832,16.34
2006-07-28,23310.0,370629.0,0.22,3.36,0.05,0.37,0.0,360309.9,2057.0,22661.0,32706.3,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.46,15.69,2904.0,46173.6,0.0,0.0,0.0,35.45,0.3459,44.5,1.7779,15.9
2006-07-31,21771.0,343981.8,0.21,3.28,0.05,0.35,0.0,333885.6,2020.0,21132.0,31916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.0,0.03,0.02,0.0,0.0,41.18,15.47,2885.0,45583.0,0.0,0.0,0.0,38.36,0.3924,47.44,1.6676,15.8
2006-08-01,21769.0,340031.8,0.21,3.28,0.05,0.34,0.0,330081.8,2021.0,21132.0,31568.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.2,15.48,2884.0,45048.08,0.0,0.0,0.0,38.04,0.3925,47.69,1.6675,15.62
2006-08-02,21759.0,351190.3,0.21,3.34,0.05,0.35,0.0,341070.5,1980.0,21132.0,31957.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,40.59,15.2,2897.0,46757.58,0.0,0.0,0.0,39.09,0.3922,46.87,1.6703,16.14
2006-08-03,21773.0,349892.1,0.21,3.44,0.05,0.35,0.0,339591.2,2028.0,21132.0,32589.96,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.13,15.51,2903.0,46651.21,0.0,0.0,0.0,38.55,0.3924,47.31,1.6643,16.07
2006-08-04,21770.0,348320.0,0.21,3.36,0.05,0.35,0.0,338112.0,2027.0,21132.0,32432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.95,15.61,2805.0,44880.0,0.0,0.0,0.0,38.37,0.3924,47.45,1.6769,16.0
2006-08-07,21772.0,348352.0,0.21,3.66,0.05,0.35,0.0,338112.0,2020.0,21132.0,32320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.11,15.46,2893.0,46288.0,0.0,0.0,0.0,38.61,0.3924,47.26,1.6667,16.0
2006-08-08,21771.0,348336.0,0.21,3.66,0.05,0.35,0.0,338112.0,2019.0,21132.0,32304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.08,15.45,2895.0,46320.0,0.0,0.0,0.0,38.6,0.3924,47.26,1.6665,16.0
2006-08-09,21770.0,345707.6,0.21,3.68,0.05,0.35,0.0,335576.2,2022.0,21132.0,32109.36,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.16,15.48,2890.0,45893.2,0.0,0.0,0.0,38.44,0.3924,47.38,1.6667,15.88
2006-08-10,21773.0,348368.0,0.21,3.77,0.05,0.35,0.0,338112.0,2017.0,21132.0,32272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,41.03,15.44,2899.0,46384.0,0.0,0.0,0.0,38.52,0.3924,47.32,1.6664,16.0
2006-08-11,21774.0,346642.1,0.21,3.65,0.05,0.35,0.0,336421.4,2022.0,21132.0,32190.24,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,67.46,15.48,975.0,15522.0,0.0,0.0,0.0,38.57,0.3924,47.29,1.6667,15.92
2006-08-14,21770.0,346143.0,0.21,3.69,0.05,0.35,0.0,335998.8,2017.0,21132.0,32070.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,67.34,15.44,978.0,15550.2,0.0,0.0,0.0,38.5,0.3924,47.33,1.6665,15.9
2006-08-15,21768.0,346111.2,0.21,3.72,0.05,0.35,0.0,335998.8,2017.0,21132.0,32070.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,68.48,15.5,929.0,14771.1,0.0,0.0,0.0,38.4,0.3924,47.41,1.6728,15.9
2006-08-16,21764.0,352359.2,0.21,3.76,0.05,0.35,0.0,342127.1,2005.0,21132.0,32460.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,68.63,15.43,916.0,14830.04,0.0,0.0,0.0,38.86,0.3923,47.06,1.6757,16.19
2006-08-17,21772.0,352706.4,0.21,4.93,0.05,0.35,0.0,342338.4,2023.0,21132.0,32772.6,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,67.36,15.48,980.0,15876.0,0.0,0.0,0.0,38.84,0.3923,47.08,1.6658,16.2
2006-08-18,23287.0,372824.9,0.22,6.65,0.05,0.37,0.0,362514.4,2035.0,22643.0,32580.35,0.0,0.0,12.0,0.0,0.0,1511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,68.56,15.61,933.0,14937.33,0.0,0.0,0.0,35.85,0.3462,44.24,1.7865,16.01
2006-08-21,21765.0,352375.4,0.21,6.54,0.05,0.35,0.0,342127.1,2009.0,21132.0,32525.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,0.03,0.02,0.0,0.0,67.22,15.39,979.0,15850.01,0.0,0.0,0.0,38.91,0.3923,47.02,1.6672,16.19
2006-08-22,21779.0,348681.8,0.21,7.38,0.05,0.35,0.0,338323.3,2035.0,21132.0,32580.35,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,67.48,15.55,981.0,15705.81,0.0,0.0,0.0,38.48,0.3924,47.36,1.6647,16.01
2006-08-23,21769.0,352657.8,0.21,6.47,0.05,0.35,0.0,342338.4,2011.0,21132.0,32578.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,67.36,15.4,974.0,15778.8,0.0,0.0,0.0,38.94,0.3923,47.0,1.6679,16.2
2006-08-24,21775.0,348400.0,0.21,5.7,0.05,0.35,0.0,338112.0,2031.0,21132.0,32496.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,67.36,15.52,984.0,15744.0,0.0,0.0,0.0,38.57,0.3924,47.29,1.6645,16.0
2006-08-25,23257.0,379089.1,0.22,6.27,0.05,0.38,0.0,368722.3,2006.0,22621.0,32697.8,0.0,0.0,0.0,0.0,0.0,1489.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,67.36,15.38,972.0,15843.6,0.0,0.0,0.0,36.49,0.3467,43.82,1.7827,16.3
2006-08-28,23274.0,381693.6,0.22,6.33,0.05,0.38,0.0,371214.0,2023.0,22635.0,33177.2,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,67.28,15.47,984.0,16137.6,0.0,0.0,0.0,36.41,0.3464,43.85,1.7802,16.4
2006-08-29,23297.0,375081.7,0.22,6.66,0.05,0.38,0.0,364697.2,1538.0,22652.0,24761.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,17.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,50.58,11.73,1502.0,24182.2,0.0,0.0,0.0,35.84,0.3461,44.23,1.7774,16.1
2006-08-30,21745.0,356400.5,0.21,6.42,0.05,0.35,0.0,345976.5,1513.0,21109.0,24798.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.0,0.02,0.03,0.0,0.0,50.66,11.59,1474.0,24158.86,0.0,0.0,0.0,39.1,0.3831,46.96,1.6658,16.39
2006-08-31,21769.0,355270.1,0.21,5.87,0.05,0.35,0.0,344760.0,1530.0,21125.0,24969.6,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,50.71,11.7,1488.0,24284.16,0.0,0.0,0.0,38.85,0.3825,47.09,1.6637,16.32
2006-09-01,20258.0,330002.8,0.2,5.38,0.05,0.33,0.0,319544.7,1528.0,19616.0,24891.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.0,0.02,0.02,0.0,0.0,50.62,11.68,1491.0,24288.39,0.0,0.0,0.0,41.74,0.4379,50.8,1.5481,16.29
2006-09-04,20259.0,326169.9,0.2,5.18,0.05,0.33,0.0,315817.6,1532.0,19616.0,24665.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,50.59,11.7,1496.0,24085.6,0.0,0.0,0.0,41.47,0.438,51.03,1.5471,16.1
2006-09-05,20256.0,328147.2,0.2,5.24,0.05,0.33,0.0,317779.2,1518.0,19616.0,24591.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,50.74,11.62,1474.0,23878.8,0.0,0.0,0.0,41.8,0.4379,50.76,1.5511,16.2
2006-09-06,20260.0,325173.0,0.2,5.19,0.05,0.33,0.0,314836.8,1531.0,19616.0,24572.55,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,50.69,11.7,1489.0,23898.45,0.0,0.0,0.0,41.49,0.4381,51.03,1.5481,16.05
2006-09-07,20262.0,320950.1,0.2,4.5,0.05,0.32,0.0,310717.4,1530.0,19616.0,24235.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,50.79,11.7,1483.0,23490.72,0.0,0.0,0.0,41.31,0.4383,51.19,1.5491,15.84
2006-09-08,21754.0,340450.1,0.21,4.83,0.05,0.34,0.0,330418.4,1520.0,21113.0,23788.0,0.0,0.0,0.0,0.0,0.0,1497.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,50.77,11.64,1474.0,23068.1,0.0,0.0,0.0,38.32,0.3834,47.6,1.6656,15.65
2006-09-11,21738.0,342373.5,0.21,4.65,0.05,0.34,0.0,332403.8,1507.0,21105.0,23735.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.02,0.0,0.0,0.0,50.62,11.55,1470.0,23152.5,0.0,0.0,0.0,38.58,0.3837,47.45,1.6665,15.75
2006-09-12,23213.0,370943.7,0.22,5.16,0.05,0.37,0.0,360844.4,1503.0,22581.0,24017.94,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1476.0,4.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,50.69,11.53,1462.0,23362.76,0.0,0.0,0.0,36.31,0.3478,44.11,1.7812,15.98
2006-09-13,23435.0,372850.8,0.23,5.2,0.05,0.37,0.0,359900.1,1697.0,22621.0,26999.27,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,12.98,12.98,11375.0,180976.3,0.0,0.18,12.98,35.66,0.3419,43.95,1.7928,15.91
2006-09-14,25422.0,406243.6,0.25,5.63,0.06,0.41,0.0,377287.8,2691.0,23610.0,43002.18,0.0,0.0,994.0,0.02,0.0,0.0,0.0,0.0,989.0,0.0,0.0,0.0,0.02,994.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,20.61,20.61,10368.0,165680.6,0.0,0.17,20.54,34.34,0.3263,42.0,1.9466,15.98
2006-09-15,23438.0,374539.2,0.23,5.35,0.05,0.37,0.0,345455.6,2700.0,21618.0,43146.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1992.0,0.04,0.03,0.0,0.0,20.67,20.67,10363.0,165600.7,0.0,0.17,20.64,37.43,0.3634,45.85,1.7942,15.98
2006-09-18,22951.0,363543.8,0.22,5.51,0.05,0.37,0.0,334651.7,2709.0,21127.0,42910.56,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,491.0,0.04,0.01,0.0,0.0,20.71,20.71,10372.0,164292.5,0.0,0.17,20.67,38.02,0.3768,47.16,1.7547,15.84
2006-09-19,22923.0,366538.8,0.22,5.85,0.05,0.37,0.0,337580.9,2687.0,21112.0,42965.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.04,0.0,0.0,0.0,20.59,20.59,10364.0,165720.4,0.0,0.17,20.48,38.38,0.3771,46.91,1.7564,15.99
2006-09-20,22939.0,367024.0,0.22,5.71,0.05,0.37,0.0,337920.0,2700.0,21120.0,43200.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,20.66,20.66,10368.0,165888.0,0.0,0.17,20.65,38.3,0.3768,46.94,1.7555,16.0
2006-09-21,22942.0,366842.6,0.22,5.58,0.05,0.37,0.0,337772.8,2701.0,21124.0,43188.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,20.66,20.66,10374.0,165880.3,0.0,0.17,20.65,38.21,0.3768,47.01,1.7546,15.99
