DATE,NXI FP Equity_DX_SI_QTY,NXI FP Equity_DX_SHORT_INTEREST_VALUE,NXI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NXI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NXI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NXI FP Equity_DX_SI_MV,NXI FP Equity_DX_DSS,NXI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NXI FP Equity_DX_SUPPLY_SI_QTY,NXI FP Equity_DX_BROKER_SI_QTY,NXI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NXI FP Equity_DX_BROKER_SI_MV_NEW_x,NXI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NXI FP Equity_DX_SUPPLY_SI_QTY_INC_x,NXI FP Equity_DX_BROKER_SI_MV_INC_x,NXI FP Equity_DX_SUPPLY_SI_MV_NEW,NXI FP Equity_DX_BROKER_SI_QTY_ADD,NXI FP Equity_DX_BROKER_SI_QTY_NEW,NXI FP Equity_DX_SUPPLY_SI_MV_DEC,NXI FP Equity_DX_BROKER_SI_QTY_INC,NXI FP Equity_DX_SUPPLY_SI_QTY_DEC,NXI FP Equity_DX_BROKER_SI_MV_NEW_y,NXI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NXI FP Equity_DX_BROKER_SI_MV_INC_y,NXI FP Equity_DX_SUPPLY_SI_QTY_INC_y,NXI FP Equity_DX_BROKER_SI_MV_ADD,NXI FP Equity_DX_SUPPLY_SI_QTY_ADD,NXI FP Equity_DX_BROKER_SI_QTY_DEC,NXI FP Equity_DX_SUPPLY_SI_MV,NXI FP Equity_DX_BROKER_SI_MV_DEC,NXI FP Equity_DX_SUPPLY_SI_MV_RMV,NXI FP Equity_DX_BROKER_SI_MV_RMV,NXI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NXI FP Equity_DX_UTILIZATION_QUANTITY,NXI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NXI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NXI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NXI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NXI FP Equity_DX_ACTIVE_UTILIZATION_MV,NXI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NXI FP Equity_DX_BROKER_SI_CON_RATIO,NXI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NXI FP Equity_DX_DEMAND_SUPPLY_RATIO,NXI FP Equity_PX_LAST
2006-07-19,1043040.0,18962309.15,3.43,6.68,3.24,47.28,1.0,6134462.63,733926.0,337432.0,13342663.47,0.0,1185.0,1002.0,0.0,0.05,0.0,0.0,19.57,6903.0,315572.0,0.0,1185.0,0.0,1002.0,0.0,0.0,80829.0,34.13,3.49,0.0,0.0,20.52,20.52,2842196.0,51670692.61,0.0,119.28,22.25,31.83,0.3127,44.07,0.2917,41.57
2006-07-20,1041840.0,19049844.27,3.42,6.71,3.24,47.25,1.0,6170811.83,732683.0,337483.0,13396967.91,0.0,0.0,7.0,0.01,0.0,0.0,0.0,0.0,50.0,65.0,0.0,0.0,0.01,7.0,0.0,0.0,0.0,34.1,0.0,0.05,0.0,20.59,20.59,2826591.0,51683673.46,1185.0,118.96,22.28,31.85,0.3124,44.01,0.2927,41.81
2006-07-21,1041064.0,19090290.0,3.42,6.74,3.24,47.33,1.0,6194225.73,731641.0,337794.0,13416311.45,0.0,0.0,45.0,0.02,0.0,0.0,0.0,0.0,312.0,1087.0,0.0,0.0,0.02,45.0,0.0,0.0,0.0,34.11,0.0,0.0,0.0,20.52,20.52,2833613.0,51960776.59,0.0,119.56,22.2,31.88,0.312,43.94,0.292,41.93
2006-07-24,1039898.0,19792008.29,3.42,6.97,3.24,47.4,1.0,6428522.89,717135.0,337763.0,13648975.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,14505.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,33.56,0.0,0.0,0.0,19.96,19.96,2876194.0,54741576.09,0.0,122.97,21.44,31.88,0.3117,43.9,0.2894,43.52
2006-07-25,1019339.0,19614694.65,3.35,7.01,3.17,47.29,1.0,6273267.88,709211.0,326010.0,13647037.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.04,1829.0,8807.0,0.0,0.0,0.16,0.0,0.0,882.0,13582.0,33.55,0.57,0.0,0.0,19.72,19.72,2886719.0,55547871.44,0.0,124.84,21.18,32.44,0.3162,43.92,0.2835,44.0
2006-07-26,1043845.0,19944736.11,3.43,7.8,3.25,48.57,1.0,6243705.81,732958.0,326776.0,14004621.27,0.0,1185.0,22562.0,0.05,0.05,0.0,0.0,0.0,766.0,0.0,0.0,1185.0,0.05,22562.0,0.0,0.0,0.0,34.68,0.0,0.0,0.0,20.6,20.6,2824895.0,53975240.88,0.0,125.19,21.69,31.69,0.321,45.08,0.2934,43.69
2006-07-27,1040921.0,20166555.74,3.42,8.5,3.24,48.47,1.0,6293179.12,731092.0,324830.0,14164002.42,0.0,0.0,924.0,0.0,0.0,0.0,0.0,0.06,0.0,1606.0,0.0,0.0,0.0,924.0,0.0,0.0,1947.0,34.66,0.1,0.05,0.0,20.6,20.6,2818717.0,54609152.37,1185.0,125.46,21.64,31.79,0.3225,45.2,0.2932,44.3
2006-07-28,1038894.0,20458953.7,3.41,8.88,3.23,48.6,1.0,6413857.0,728202.0,325692.0,14340491.91,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,862.0,2890.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,34.63,0.0,0.0,0.0,20.46,20.46,2830094.0,55733079.72,0.0,127.04,21.42,31.81,0.3212,45.01,0.292,45.03
2006-07-31,1035313.0,20302405.88,3.4,9.1,3.22,48.87,1.0,6382303.64,724850.0,325463.0,14214251.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,711.0,3352.0,0.0,0.0,0.07,0.0,0.0,0.0,940.0,34.67,0.04,0.0,0.0,20.42,20.42,2824842.0,55394927.74,0.0,125.86,21.6,31.96,0.3208,44.84,0.2917,44.84
2006-08-01,1063406.0,20667283.23,3.49,9.56,3.31,49.89,1.0,6329101.13,752750.0,325655.0,14629687.49,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,2900.0,0.0,25000.0,0.0,35.76,0.0,0.0,0.0,21.18,21.18,2801409.0,54445351.3,0.0,124.24,22.35,31.23,0.3077,43.92,0.2992,44.44
2006-08-02,1100150.0,21487250.97,3.61,10.46,3.42,51.38,1.0,6840119.62,764935.0,350215.0,14940099.37,0.0,1185.0,11000.0,0.0,0.05,25000.0,0.0,0.0,0.0,0.0,0.0,1185.0,0.0,11000.0,1.1,0.0,440.0,36.26,0.04,0.0,0.0,56.29,21.03,593941.0,11600381.16,0.0,0.0,173.61,30.29,0.299,43.57,0.3024,44.66
2006-08-03,951268.0,18583566.87,3.13,9.32,2.96,43.31,1.0,6898558.35,613140.0,353128.0,11978042.14,0.0,0.0,14390.0,0.02,0.0,0.0,0.0,0.0,2913.0,0.0,0.0,0.0,0.02,14390.0,0.0,0.0,0.0,28.11,0.0,8.26,0.0,51.18,20.16,584913.0,11426611.48,166185.0,0.0,240.06,17.09,0.3222,51.79,0.3128,44.67
2006-08-04,1099395.0,21592704.78,3.61,10.8,3.42,51.73,1.0,6872890.6,749461.0,349934.0,14719814.19,0.0,165000.0,0.0,0.0,8.29,0.0,0.0,0.55,0.0,28680.0,0.0,165000.0,0.0,0.0,0.0,0.0,3194.0,35.85,0.0,0.0,0.0,63.05,20.83,439154.0,8625219.03,0.0,0.0,269.47,30.34,0.2994,43.58,0.3055,44.91
2006-08-07,1048392.0,20627658.18,3.44,10.32,3.26,49.74,1.0,6432655.61,721454.0,326937.0,14194982.89,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.06,2288.0,28006.0,0.0,0.0,0.12,0.0,0.0,0.0,25285.0,34.81,1.08,0.0,0.0,20.08,20.08,2870752.0,56483539.52,0.0,129.65,21.16,31.62,0.3234,45.42,0.2919,44.99
2006-08-08,1042135.0,20149057.27,3.42,10.49,3.24,49.54,1.0,6320996.12,715205.0,326930.0,13828061.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,6249.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.57,0.0,0.0,0.0,19.95,19.95,2870632.0,55501953.76,0.0,129.1,21.12,31.8,0.3268,45.65,0.2906,44.21
2006-08-09,868148.0,16652238.83,2.85,8.91,2.7,40.32,1.0,6258237.08,706881.0,326267.0,13558922.25,0.0,1185.0,0.0,0.0,0.05,0.0,0.0,0.68,0.0,9509.0,0.0,1185.0,0.0,0.0,0.0,0.0,663.0,33.91,0.08,0.0,0.0,19.41,19.41,2935792.0,56312413.94,0.0,129.27,20.78,18.09,0.3555,54.52,0.2383,43.86
2006-08-10,866731.0,16283915.4,2.85,8.95,2.7,40.08,1.0,6098405.99,707136.0,324595.0,13285486.27,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,0.0,0.0,1672.0,33.84,0.11,0.05,0.0,19.9,19.9,2846538.0,53480011.63,1185.0,124.37,21.39,18.05,0.357,54.68,0.2439,42.96
2006-08-11,893222.0,16797246.72,2.93,9.16,2.78,40.8,1.0,6066116.44,735646.0,322576.0,13833993.52,0.0,0.0,6511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6511.0,0.0,22000.0,2019.0,34.9,0.19,0.0,0.0,20.37,20.37,2875353.0,54071679.56,0.0,123.06,22.1,17.44,0.3454,53.93,0.2474,43.0
2006-08-14,893602.0,16863012.69,2.94,9.24,2.78,40.77,1.0,6090900.51,735834.0,322768.0,13885799.36,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,34.88,0.0,0.0,0.0,20.32,20.32,2884825.0,54439046.21,0.0,123.94,21.96,17.39,0.3454,53.93,0.2468,43.15
2006-08-15,926042.0,17584528.91,3.04,9.69,2.88,42.41,1.0,6131006.59,768169.0,322873.0,14586692.6,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,105.0,24160.0,0.0,0.0,0.02,0.0,0.0,56495.0,0.0,36.49,0.0,0.0,0.0,21.27,21.27,2843207.0,53989404.02,0.0,121.94,23.03,17.79,0.3607,55.14,0.2564,43.42
2006-08-16,454435.0,8571591.5,1.49,4.85,1.41,20.6,1.0,6096659.63,296212.0,323223.0,5587175.86,0.0,0.0,198.0,0.03,0.0,0.0,0.0,21.94,350.0,472155.0,0.0,0.0,0.03,198.0,0.0,0.0,0.0,14.54,0.0,0.0,0.0,8.09,8.09,3363857.0,63449355.94,0.0,144.74,9.13,24.18,0.2822,39.78,0.1242,43.13
2006-08-17,454537.0,8507917.01,1.49,5.09,1.41,20.49,1.0,6047522.88,296446.0,323090.0,5548806.73,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,133.0,14.5,0.03,0.0,0.0,8.25,8.25,3297489.0,61721626.06,0.0,141.16,9.32,24.17,0.2818,39.68,0.1265,42.8
2006-08-18,453813.0,8524135.32,1.49,5.11,1.41,20.37,1.0,6061035.07,296132.0,322681.0,5562355.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,14.47,0.03,0.0,0.0,8.22,8.22,3305591.0,62090122.99,0.0,141.44,9.28,24.1,0.2818,39.68,0.126,42.95
2006-08-21,397209.0,7389699.88,1.31,4.32,1.24,17.83,1.0,6003343.96,239519.0,322690.0,4456025.73,0.0,0.0,0.0,0.02,0.0,0.0,0.0,2.61,9.0,56613.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,11.87,0.0,0.0,0.0,6.62,6.62,3379165.0,62866186.77,0.0,144.25,7.6,24.08,0.2823,39.8,0.1098,42.54
2006-08-22,396547.0,7361775.98,1.3,4.24,1.23,17.71,1.0,5978353.12,239519.0,322028.0,4446598.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,11.89,0.04,0.0,0.0,6.62,6.62,3376403.0,62681907.85,0.0,144.11,7.62,24.02,0.2821,39.76,0.1097,42.45
2006-08-23,396265.0,7368671.66,1.3,4.23,1.23,17.69,1.0,5982967.54,239519.0,321746.0,4453930.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,11.93,0.01,0.0,0.0,6.64,6.64,3367829.0,62625834.03,0.0,141.58,7.77,24.0,0.2821,39.77,0.1098,42.52
2006-08-24,396585.0,7463076.0,1.3,4.2,1.23,17.67,1.0,6060751.26,239519.0,322066.0,4507352.78,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,11.91,0.0,0.0,0.0,6.77,6.77,3298618.0,62074553.61,0.0,139.33,7.88,24.06,0.2817,39.64,0.1121,43.03
2006-08-25,397100.0,7500553.72,1.3,4.35,1.24,17.85,1.0,6093014.65,239519.0,322581.0,4524112.63,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,515.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,11.92,0.0,0.0,0.0,6.77,6.77,3295964.0,62255238.05,0.0,139.75,7.86,24.11,0.2822,39.78,0.1123,43.19
2006-08-28,402801.0,7661083.26,1.32,4.39,1.25,18.17,1.0,6137961.75,245082.0,322719.0,4661342.97,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.02,0.0,0.0,5563.0,0.0,12.19,0.0,0.0,0.0,6.93,6.93,3289567.0,62565998.3,0.0,140.02,8.01,24.12,0.2824,39.83,0.114,43.49
2006-08-29,403251.0,8022350.35,1.32,4.53,1.25,18.26,1.0,6428666.91,245108.0,323143.0,4876224.11,0.0,0.0,25.0,0.03,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.03,25.0,0.0,0.0,0.0,12.19,0.0,0.0,0.0,6.91,6.91,3300957.0,65669852.13,0.0,143.63,7.82,24.17,0.2825,39.84,0.1137,45.49
2006-08-30,405451.0,7989871.56,1.34,4.39,1.26,18.95,1.0,6408809.05,245232.0,325219.0,4832574.55,0.0,0.0,125.0,0.2,0.0,0.0,0.0,0.0,2076.0,0.0,0.0,0.0,0.2,125.0,0.0,0.0,0.0,12.22,0.0,0.0,0.0,6.99,6.99,3264490.0,64330475.95,0.0,146.9,7.68,24.35,0.2844,40.29,0.1155,45.06
2006-08-31,404920.0,7982949.28,1.34,4.4,1.26,18.8,1.0,6401776.46,245202.0,324718.0,4834128.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,12.23,0.04,0.0,0.0,7.18,7.18,3170105.0,62498240.23,0.0,142.62,7.9,24.32,0.2839,40.19,0.1186,45.08
2006-09-01,405095.0,7917306.76,1.34,4.55,1.26,18.79,1.0,6349617.67,245212.0,324883.0,4792502.07,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.22,0.0,0.0,0.0,7.16,7.16,3180327.0,62157332.1,0.0,142.36,7.91,24.35,0.2836,40.12,0.1183,44.69
2006-09-04,404715.0,7961208.29,1.34,4.53,1.26,18.65,1.0,6383779.01,245190.0,324525.0,4823168.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,12.2,0.04,0.0,0.0,7.12,7.12,3200213.0,62951860.62,0.0,143.33,7.84,24.31,0.2833,40.04,0.1175,44.98
2006-09-05,529669.0,10440044.46,1.75,5.95,1.65,24.28,1.0,7675054.56,305280.0,389389.0,6017223.54,0.0,0.0,89.0,2.88,0.0,0.0,0.0,0.0,64865.0,0.0,0.0,0.0,2.88,89.0,0.0,60000.0,0.0,14.89,0.0,0.0,0.0,8.87,8.87,3136148.0,61815066.7,0.0,140.71,9.57,24.09,0.2233,30.84,0.1539,45.07
2006-09-06,530614.0,10447068.2,1.75,5.95,1.65,24.32,1.0,7684791.34,305298.0,390316.0,6010902.51,0.0,0.0,18.0,0.04,0.0,0.0,0.0,0.0,926.0,0.0,0.0,0.0,0.04,18.0,0.0,0.0,0.0,14.85,0.0,0.0,0.0,8.72,8.72,3194738.0,62900047.4,0.0,143.36,9.39,24.07,0.2232,30.79,0.1516,45.02
2006-09-07,472681.0,9225826.16,1.56,5.25,1.47,21.76,1.0,6356765.81,311995.0,325686.0,6089543.76,0.0,0.0,6735.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,6735.0,0.0,0.0,64630.0,15.14,2.87,0.0,0.0,9.08,9.08,3123612.0,60966912.79,0.0,139.77,9.77,20.95,0.2263,34.6,0.1376,44.63
2006-09-08,472190.0,9261673.51,1.56,5.2,1.47,21.63,1.0,6378999.94,311967.0,325222.0,6119012.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,15.14,0.04,0.0,0.0,9.08,9.08,3123302.0,61261363.86,0.0,139.58,9.79,20.89,0.2256,34.45,0.1375,44.85
2006-09-11,465950.0,9027204.41,1.54,5.13,1.45,21.36,1.0,6309840.55,305260.0,325690.0,5914034.6,0.0,0.0,28.0,0.02,0.0,0.0,0.0,0.34,467.0,6735.0,0.0,0.0,0.02,28.0,0.0,0.0,0.0,14.79,0.0,0.0,0.0,8.91,8.91,3119598.0,60438349.26,0.0,138.73,9.63,21.27,0.2323,35.01,0.136,44.3
2006-09-12,464769.0,8994161.11,1.53,5.21,1.45,21.24,1.0,6281160.83,305194.0,324576.0,5906082.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,14.83,0.06,0.0,0.0,8.89,8.89,3126829.0,60510067.97,0.0,138.99,9.64,21.12,0.2325,35.08,0.1354,44.25
2006-09-13,464670.0,9142624.06,1.53,5.28,1.45,21.22,1.0,6384352.21,305188.0,324482.0,6004732.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,14.88,0.01,0.0,0.0,8.84,8.84,3146148.0,61902099.13,0.0,140.21,9.6,21.11,0.2315,34.87,0.1346,44.99
2006-09-14,466138.0,9479331.17,1.54,5.32,1.45,21.62,1.0,6607598.44,306214.0,324923.0,6227134.27,0.0,0.0,1026.0,0.07,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,0.07,1026.0,0.0,0.0,0.0,15.05,0.0,0.0,0.0,9.04,9.04,3081646.0,62668014.57,0.0,139.99,9.71,21.07,0.2306,34.86,0.1376,46.5
2006-09-15,468048.0,9843632.82,1.54,5.12,1.46,22.13,1.0,6871433.98,306323.0,326725.0,6442354.49,0.0,0.0,108.0,0.15,0.0,0.0,0.0,0.0,1802.0,0.0,0.0,0.0,0.15,108.0,0.0,0.0,0.0,15.08,0.0,0.0,0.0,9.01,9.01,3093319.0,65056354.09,0.0,143.62,9.5,21.28,0.2321,35.18,0.1377,48.09
2006-09-18,470395.0,9812763.01,1.55,5.04,1.46,22.61,1.0,6861914.49,306455.0,328940.0,6392861.93,0.0,0.0,133.0,0.16,0.0,0.0,0.0,0.0,2215.0,0.0,0.0,0.0,0.16,133.0,0.0,0.0,0.0,15.05,0.0,0.0,0.0,9.0,9.0,3100307.0,64674534.94,0.0,143.13,9.51,21.55,0.2334,35.42,0.1381,47.7
2006-09-19,470191.0,9720086.93,1.55,4.86,1.46,22.62,1.0,6780355.54,307204.0,327987.0,6350716.16,0.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,806.0,0.0,0.0,953.0,15.16,0.04,0.0,0.0,9.02,9.02,3097930.0,64042376.17,0.0,143.67,9.55,21.36,0.2323,35.34,0.1381,47.27
